"gene","top1_density"
"ARL8A",1.32
"ARL8B",1.17
"ARL9",1.13
"ARMC1",1.15
"ARMC10",1.1
"ARMC12",1.14
"ARMC2",1.11
"ARMC2-AS1",1.1
"ARMC3",1.06
"ARMC4",1.09
"ARMC4P1",1.15
"ARMC5",1.1
"ARMC6",1.12
"ARMC7",1.14
"ARMC8",1.13
"ARMC9",1.1
"ARMCX1",1.03
"ARMCX2",1.11
"ARMCX3",1.1
"ARMCX4",1.09
"ARMCX5",0.95
"ARMCX5-GPRASP2",1.06
"ARMCX6",1.04
"ARMS2",1.09
"ARMT1",1.38
"ARNT",1.15
"ARNT2",1.09
"ARNTL",1.08
"ARNTL2",1.09
"ARNTL2-AS1",1.06
"ARPC1A",1.15
"ARPC1B",1.3
"ARPC2",1.23
"ARPC3",1.15
"ARPC4",1.36
"ARPC4-TTLL3",1.25
"ARPC5",1.17
"ARPC5L",1.28
"ARPIN",1.06
"ARPP19",1.24
"ARPP21",1.06
"ARR3",1.07
"ARRB1",1.21
"ARRB2",1
"ARRDC1",1.19
"ARRDC1-AS1",1.13
"ARRDC2",1.12
"ARRDC3",1.26
"ARRDC3-AS1",1.16
"ARRDC4",1.04
"ARRDC5",1.16
"ARSA",0.9
"ARSB",1.07
"ARSD",1.17
"ARSD-AS1",1.28
"ARSE",1.08
"ARSF",1.03
"ARSG",1.13
"ARSH",1.03
"ARSI",0.98
"ARSJ",1.18
"ARSK",1.11
"ART1",1.05
"ART3",1.09
"ART4",1.06
"ART5",1.24
"ARTN",1.11
"ARV1",1.07
"ARVCF",1.05
"ARX",1.05
"AS-PTPRE",0.97
"AS3MT",1.12
"ASAH1",1.15
"ASAH2",1.12
"ASAH2B",0.97
"ASAP1",1.11
"ASAP1-IT1",1.02
"ASAP1-IT2",0.84
"ASAP2",1.15
"ASAP3",1.11
"ASB1",1.11
"ASB10",1.07
"ASB11",1.06
"ASB12",0.97
"ASB13",1.14
"ASB14",1.16
"ASB15",1.08
"ASB16",1.28
"ASB16-AS1",1.19
"ASB17",1.15
"ASB18",1.08
"ASB2",1.13
"ASB3",1.11
"ASB4",1.08
"ASB5",1.14
"ASB6",1.57
"ASB7",1.1
"ASB8",1.1
"ASB9",1.07
"ASB9P1",0.81
"ASCC1",1.13
"ASCC2",1.14
"ASCC3",1.12
"ASCL1",1.09
"ASCL2",0.96
"ASCL3",1.1
"ASCL4",1.17
"ASCL5",1.11
"ASF1A",1.23
"ASF1B",1.21
"ASGR1",1.02
"ASGR2",1.05
"ASH1L",1.2
"ASH1L-AS1",1.15
"ASH2L",1.12
"ASIC1",1
"ASIC2",1.05
"ASIC3",1.06
"ASIC4",1.05
"ASIC5",1.04
"ASIP",1.21
"ASL",1.09
"ASMT",1.06
"ASMTL",1.09
"ASMTL-AS1",1.08
"ASNA1",1.07
"ASNS",1.16
"ASNSD1",1.13
"ASPA",1.06
"ASPDH",1.35
"ASPG",1.13
"ASPH",1.2
"ASPHD1",1.34
"ASPHD2",0.98
"ASPM",1.13
"ASPN",1.09
"ASPRV1",0.98
"ASPSCR1",1.07
"ASRGL1",1.11
"ASS1",1.13
"ASTE1",1.2
"ASTL",1.11
"ASTN1",1.07
"ASTN2",1.05
"ASTN2-AS1",1.05
"ASXL1",1.2
"ASXL2",1.14
"ASXL3",1.05
"ASZ1",1.11
"ATAD1",1.2
"ATAD2",1.35
"ATAD2B",1.19
"ATAD3A",1.15
"ATAD3B",1.15
"ATAD3C",1.02
"ATAD5",1.18
"ATAT1",1.12
"ATCAY",1.07
"ATE1",1.14
"ATE1-AS1",1.18
"ATF1",1.15
"ATF2",1.16
"ATF3",1.16
"ATF4",2.24
"ATF5",0.94
"ATF6",1.09
"ATF6B",1.06
"ATF7",1.14
"ATF7IP",1.16
"ATF7IP2",1.18
"ATG10",1.09
"ATG101",1.28
"ATG12",1.15
"ATG13",1.13
"ATG14",1.15
"ATG16L1",1.21
"ATG16L2",1.11
"ATG2A",1.1
"ATG2B",1.1
"ATG3",1.1
"ATG4A",1.05
"ATG4B",1.18
"ATG4C",1.07
"ATG4D",1.17
"ATG5",1.14
"ATG7",1.12
"ATG9A",1.07
"ATG9B",1.06
"ATIC",1.17
"ATL1",1.13
"ATL2",1.22
"ATL3",1.15
"ATM",1.09
"ATMIN",1.07
"ATN1",1.17
"ATOH1",1.18
"ATOH7",1.28
"ATOH8",1.02
"ATOX1",1.13
"ATP10A",1.07
"ATP10B",1.08
"ATP10D",1.07
"ATP11A",1.08
"ATP11A-AS1",1.14
"ATP11AUN",1.05
"ATP11B",1.18
"ATP11C",1.1
"ATP12A",1.1
"ATP13A1",1.02
"ATP13A2",1.05
"ATP13A3",1.17
"ATP13A4",1.09
"ATP13A4-AS1",1.03
"ATP13A5",1.07
"ATP13A5-AS1",1.16
"ATP1A1",1.22
"ATP1A1-AS1",1.2
"ATP1A2",1.05
"ATP1A3",1.11
"ATP1A4",1.05
"ATP1B1",1.2
"ATP1B2",1.04
"ATP1B3",1.19
"ATP1B4",1.02
"ATP23",1.08
"ATP2A1",1.21
"ATP2A1-AS1",1.04
"ATP2A2",1.29
"ATP2A3",1.1
"ATP2B1",1.13
"ATP2B1-AS1",1.32
"ATP2B2",1.08
"ATP2B2-IT2",1.38
"ATP2B3",1.04
"ATP2B4",1.08
"ATP2C1",1.1
"ATP2C2",1.09
"ATP4A",1.23
"ATP4B",1.22
"ATP5A1",1.07
"ATP5B",1.25
"ATP5C1",1.11
"ATP5D",1.1
"ATP5E",1.43
"ATP5EP2",1.29
"ATP5F1",1.1
"ATP5G1",1.05
"ATP5G2",1.22
"ATP5G3",1.25
"ATP5H",1.17
"ATP5I",1.1
"ATP5J",1.15
"ATP5J2",1.26
"ATP5J2-PTCD1",1.16
"ATP5L",1.06
"ATP5L2",1.17
"ATP5O",1.13
"ATP5S",1.18
"ATP5SL",1.32
"ATP6AP1",1.17
"ATP6AP1L",1.09
"ATP6AP2",1.15
"ATP6V0A1",1.09
"ATP6V0A2",1.14
"ATP6V0A4",1.07
"ATP6V0B",1.23
"ATP6V0C",1.09
"ATP6V0CP3",0.91
"ATP6V0D1",1.07
"ATP6V0D2",1.06
"ATP6V0E1",1.15
"ATP6V0E2",0.99
"ATP6V0E2-AS1",1.04
"ATP6V1A",1.11
"ATP6V1B1",1.06
"ATP6V1B1-AS1",1.14
"ATP6V1B2",1.08
"ATP6V1C1",1.07
"ATP6V1C2",1.14
"ATP6V1D",1.14
"ATP6V1E1",1.12
"ATP6V1E2",1.09
"ATP6V1F",1.28
"ATP6V1G1",1.22
"ATP6V1G2",1.08
"ATP6V1G2-DDX39B",1.15
"ATP6V1G3",1.11
"ATP6V1H",1.07
"ATP7A",1.13
"ATP7B",1.05
"ATP8A1",1.07
"ATP8A2",1.1
"ATP8B1",1.08
"ATP8B2",1.18
"ATP8B3",1.05
"ATP8B4",1.08
"ATP8B5P",1.09
"ATP9A",1.18
"ATP9B",1.06
"ATPAF1",1.02
"ATPAF2",1.07
"ATPIF1",0.9
"ATR",1.14
"ATRAID",1.08
"ATRIP",1.19
"ATRN",1.09
"ATRNL1",1.08
"ATRX",1.12
"ATXN1",1.14
"ATXN10",1.17
"ATXN1L",1.02
"ATXN2",1.21
"ATXN2L",1.15
"ATXN3",1.09
"ATXN3L",1.04
"ATXN7",1.12
"ATXN7L1",1.11
"ATXN7L2",1.17
"ATXN7L3",1.07
"ATXN7L3B",1.24
"ATXN8OS",1.06
"AUH",1.1
"AUNIP",1.16
"AUP1",1.05
"AURKA",1.12
"AURKAIP1",1.02
"AURKAPS1",0.91
"AURKB",1.24
"AURKC",1.04
"AUTS2",1.08
"AVEN",1.09
"AVIL",1.13
"AVL9",1.16
"AVP",0.98
"AVPI1",1.24
"AVPR1A",1.16
"AVPR1B",1.04
"AVPR2",1.07
"AWAT1",1.12
"AWAT2",1.05
"AXDND1",1.09
"AXIN1",1.25
"AXIN2",1.17
"AXL",1.06
"AZGP1",1.11
"AZGP1P1",1.15
"AZI2",1.16
"AZIN1",1.22
"AZIN1-AS1",1.1
"AZIN2",1.02
"AZU1",1.12
"B2M",1.03
"B3GALNT1",1.13
"B3GALNT2",1.17
"B3GALT1",1.05
"B3GALT2",1.38
"B3GALT4",1.34
"B3GALT5",1.03
"B3GALT5-AS1",1.04
"B3GALT6",1.19
"B3GAT1",1.05
"B3GAT2",1.1
"B3GAT3",1.13
"B3GLCT",1.09
"B3GNT2",1.13
"B3GNT3",1.11
"B3GNT4",1.57
"B3GNT5",1.07
"B3GNT6",1.3
"B3GNT7",0.97
"B3GNT8",1.15
"B3GNT9",1.14
"B3GNTL1",1.12
"B4GALNT1",1.13
"B4GALNT2",1.06
"B4GALNT3",1.08
"B4GALNT4",1.13
"B4GALT1",1.52
"B4GALT1-AS1",1.19
"B4GALT2",1.2
"B4GALT3",1.09
"B4GALT4",1.11
"B4GALT4-AS1",1.1
"B4GALT5",1.18
"B4GALT6",1.1
"B4GALT7",1.21
"B4GAT1",0.96
"B9D1",1.09
"B9D2",1.11
"BAALC",1.06
"BAALC-AS1",1.12
"BAALC-AS2",1.07
"BAAT",1.12
"BABAM1",1.12
"BACE1",1.13
"BACE1-AS",1.04
"BACE2",1.1
"BACH1",1.14
"BACH1-IT2",0.9
"BACH2",1.09
"BAD",1.1
"BAG1",1.43
"BAG2",1.1
"BAG3",1.28
"BAG4",1.2
"BAG5",1.19
"BAG6",1.17
"BAGE",1.15
"BAGE2",1.16
"BAHCC1",1.04
"BAHD1",1.07
"BAIAP2",1.08
"BAIAP2-AS1",1.01
"BAIAP2L1",1.15
"BAIAP2L2",1.12
"BAIAP3",1.01
"BAK1",0.98
"BAMBI",2.21
"BANCR",0.99
"BANF1",1.13
"BANF2",1.02
"BANK1",1.07
"BANP",0.89
"BAP1",0.94
"BARD1",1.15
"BARHL1",1.12
"BARHL2",1.05
"BARX1",1.16
"BARX1-AS1",1.06
"BARX2",1.1
"BASP1",1.11
"BASP1P1",1.17
"BATF",1.14
"BATF2",1.26
"BATF3",1.11
"BAX",0.95
"BAZ1A",1.23
"BAZ1B",1.27
"BAZ2A",1.15
"BAZ2B",1.12
"BBC3",1.15
"BBIP1",1.29
"BBOF1",1.15
"BBOX1",1.07
"BBOX1-AS1",1.06
"BBS1",1.13
"BBS10",1.31
"BBS12",1.06
"BBS2",1.12
"BBS4",1.13
"BBS5",1.12
"BBS7",1.07
"BBS9",1.08
"BBX",1.1
"BCAM",1.08
"BCAN",1.2
"BCAP29",1.11
"BCAP31",1.07
"BCAR1",1.11
"BCAR3",1.16
"BCAR4",1.09
"BCAS1",1.04
"BCAS2",1.07
"BCAS3",1.11
"BCAS4",1.12
"BCAT1",1.08
"BCAT2",1.08
"BCCIP",1.2
"BCDIN3D",1.21
"BCDIN3D-AS1",1.27
"BCHE",1.06
"BCKDHA",1.11
"BCKDHB",1.08
"BCKDK",0.97
"BCL10",1.22
"BCL11A",1.06
"BCL11B",1.11
"BCL2",1.04
"BCL2A1",1.24
"BCL2L1",1.22
"BCL2L10",1.06
"BCL2L11",1.34
"BCL2L12",1.14
"BCL2L13",1.18
"BCL2L14",1.14
"BCL2L15",1.05
"BCL2L2",0.9
"BCL2L2-PABPN1",1.14
"BCL3",1.05
"BCL6",1.11
"BCL6B",0.99
"BCL7A",1.11
"BCL7B",1.19
"BCL7C",1.16
"BCL9",1.11
"BCL9L",1.16
"BCLAF1",1.41
"BCO1",1.08
"BCO2",1.08
"BCOR",1.13
"BCORL1",1.03
"BCR",1.1
"BCRP2",1.12
"BCRP3",1.08
"BCS1L",1.14
"BCYRN1",0.85
"BDH1",1.1
"BDH2",1.12
"BDKRB1",1.06
"BDKRB2",1.13
"BDNF",1.06
"BDNF-AS",1.09
"BDP1",1.15
"BEAN1",1.09
"BEAN1-AS1",1.15
"BECN1",1.09
"BECN2",1.07
"BEGAIN",1.08
"BEND2",1.09
"BEND3",1.16
"BEND3P3",1.15
"BEND4",1.06
"BEND5",1.09
"BEND6",1.06
"BEND7",1.1
"BEST1",1.23
"BEST2",1.15
"BEST3",1.1
"BEST4",1.1
"BET1",1.15
"BET1L",1.2
"BEX1",1.03
"BEX2",1.04
"BEX3",1.06
"BEX4",0.98
"BEX5",1.2
"BFAR",1.11
"BFSP1",1.13
"BFSP2",1.09
"BFSP2-AS1",1.15
"BGLAP",1.61
"BGLT3",0.81
"BGN",1
"BHLHA15",0.78
"BHLHA9",0.92
"BHLHB9",1.05
"BHLHE22",1
"BHLHE23",0.95
"BHLHE40",1.98
"BHLHE40-AS1",1.11
"BHLHE41",1.12
"BHMG1",1.16
"BHMT",1.07
"BHMT2",1.12
"BICC1",1.08
"BICD1",1.14
"BICD2",1.06
"BICDL1",1.15
"BICDL2",1.24
"BID",1.1
"BIK",1.18
"BIN1",1.01
"BIN2",1.13
"BIN3",1.19
"BIN3-IT1",1.23
"BIRC2",1.16
"BIRC3",1.09
"BIRC5",1.15
"BIRC6",1.23
"BIRC6-AS2",1.13
"BIRC7",0.88
"BIRC8",1.01
"BISPR",1.1
"BIVM",1.07
"BIVM-ERCC5",1.05
"BLACAT1",1.12
"BLACE",1.12
"BLCAP",1.29
"BLID",1.26
"BLK",1.07
"BLM",1.14
"BLMH",1.1
"BLNK",1.07
"BLOC1S1",1.02
"BLOC1S1-RDH5",1.2
"BLOC1S2",1.12
"BLOC1S3",1.1
"BLOC1S4",1.26
"BLOC1S5",1.15
"BLOC1S5-TXNDC5",1.12
"BLOC1S6",1.09
"BLVRA",1.18
"BLVRB",1.18
"BLZF1",1.15
"BMF",1.06
"BMI1",1.03
"BMP1",1.11
"BMP10",1.05
"BMP15",1.17
"BMP2",1.16
"BMP2K",1.1
"BMP3",1
"BMP4",1.04
"BMP5",1.11
"BMP6",1.07
"BMP7",1.03
"BMP7-AS1",1.08
"BMP8A",1.11
"BMP8B",1.12
"BMPER",1.18
"BMPR1A",1.17
"BMPR1B",1.12
"BMPR1B-AS1",1.1
"BMPR2",1.18
"BMS1",1.17
"BMS1P17",1.26
"BMS1P20",1.13
"BMS1P21",1.09
"BMS1P22",1.24
"BMS1P4",1.15
"BMS1P5",1.07
"BMS1P6",1.07
"BMT2",1.1
"BMX",1.03
"BNC1",1.02
"BNC2",1.07
"BNIP1",1.1
"BNIP2",1.23
"BNIP3",1.21
"BNIP3L",1.08
"BNIPL",1.15
"BOC",1.1
"BOD1",1.05
"BOD1L1",1.05
"BOD1L2",1.03
"BOK",1.17
"BOK-AS1",1.02
"BOLA1",0.83
"BOLA2",0.95
"BOLA2-SMG1P6",1.13
"BOLA3",1.07
"BOLA3-AS1",1.41
"BOLL",1.07
"BOP1",1.1
"BORA",1.19
"BORCS5",1.13
"BORCS6",1
"BORCS7",1.17
"BORCS7-ASMT",1.15
"BORCS8",1.15
"BORCS8-MEF2B",1.1
"BPESC1",1.16
"BPGM",1.07
"BPHL",1.1
"BPI",1.06
"BPIFA1",1.09
"BPIFA2",1.08
"BPIFA3",1.16
"BPIFA4P",1.09
"BPIFB1",1.08
"BPIFB2",1.13
"BPIFB3",1.1
"BPIFB4",1.1
"BPIFB6",0.97
"BPIFC",1.1
"BPNT1",1.06
"BPTF",1.22
"BRAF",1.11
"BRAP",1.15
"BRAT1",1.3
"BRCA1",1.15
"BRCA2",1.11
"BRCAT107",1.09
"BRCAT54",1.05
"BRCC3",1.09
"BRD1",1.14
"BRD2",1.43
"BRD3",1.15
"BRD4",1.22
"BRD7",1.14
"BRD7P3",1.14
"BRD8",1.13
"BRD9",1.1
"BRDT",1.04
"BRDTP1",1.59
"BRE",1.1
"BRE-AS1",1.02
"BREA2",1.08
"BRF1",1.12
"BRF2",1.3
"BRI3",1.2
"BRI3BP",1.18
"BRICD5",1
"BRINP1",1.05
"BRINP2",1.06
"BRINP3",1.08
"BRIP1",1.1
"BRIX1",1.23
"BRK1",1.05
"BRMS1",1.17
"BRMS1L",1.1
"BROX",1.07
"BRPF1",1.02
"BRPF3",1.11
"BRS3",1.27
"BRSK1",1.1
"BRSK2",1.04
"BRWD1",1.23
"BRWD1-AS1",1.55
"BRWD1-IT2",1.56
"BRWD3",1.06
"BSCL2",1.16
"BSDC1",1.06
"BSG",1.15
"BSN",1.05
"BSN-AS2",0.98
"BSND",1.09
"BSPH1",1.08
"BSPRY",1.1
"BST1",1.06
"BST2",0.9
"BSX",1.18
"BTAF1",1.17
"BTBD1",1.15
"BTBD10",1.12
"BTBD11",1.06
"BTBD16",1.06
"BTBD17",0.95
"BTBD18",1.22
"BTBD19",1.16
"BTBD2",1.17
"BTBD3",1.05
"BTBD6",1.29
"BTBD7",1.2
"BTBD8",1.11
"BTBD9",1.11
"BTBD9-AS1",1.42
"BTC",1.1
"BTD",1.14
"BTF3",1.32
"BTF3L4",1.24
"BTF3P11",0.84
"BTG1",1.6
"BTG2",1.22
"BTG3",1.12
"BTG4",1.06
"BTK",1.08
"BTLA",1.03
"BTN1A1",1.01
"BTN2A1",1.18
"BTN2A2",1.12
"BTN2A3P",1.01
"BTN3A1",1
"BTN3A2",1.03
"BTN3A3",1.05
"BTNL10",1.36
"BTNL2",1.21
"BTNL3",1.03
"BTNL8",1.01
"BTNL9",1.12
"BTRC",1.15
"BUB1",1.11
"BUB1B",1.2
"BUB1B-PAK6",1.12
"BUB3",1.13
"BUD13",1.09
"BUD31",1.35
"BVES",1.12
"BVES-AS1",1.1
"BYSL",1.11
"BZW1",1.62
"BZW2",1.23
"C10ORF10",0.89
"C10ORF105",1.06
"C10ORF107",1.09
"C10ORF11",1.06
"C10ORF111",1.33
"C10ORF113",1.1
"C10ORF120",1.08
"C10ORF126",1.15
"C10ORF128",1.09
"C10ORF131",1.07
"C10ORF142",0.94
"C10ORF25",1.22
"C10ORF35",0.99
"C10ORF53",1.05
"C10ORF55",1.11
"C10ORF62",1.25
"C10ORF67",1.12
"C10ORF71",1.06
"C10ORF71-AS1",1.21
"C10ORF76",1.14
"C10ORF82",1.09
"C10ORF88",1.11
"C10ORF90",1.06
"C10ORF91",0.98
"C10ORF95",1.29
"C10ORF99",1.04
"C11ORF1",1.04
"C11ORF16",1.05
"C11ORF21",1.12
"C11ORF24",1.05
"C11ORF40",1.04
"C11ORF42",1.15
"C11ORF44",1
"C11ORF45",1.12
"C11ORF49",1.16
"C11ORF52",1.08
"C11ORF53",1.08
"C11ORF54",1.08
"C11ORF57",1.14
"C11ORF58",1.24
"C11ORF63",1.11
"C11ORF65",1.07
"C11ORF68",1.15
"C11ORF70",1.14
"C11ORF71",1.17
"C11ORF72",1.13
"C11ORF74",1.09
"C11ORF80",1.17
"C11ORF84",1.13
"C11ORF86",1.21
"C11ORF87",1.01
"C11ORF88",1.16
"C11ORF91",1.24
"C11ORF94",1.48
"C11ORF95",1.12
"C11ORF96",0.98
"C11ORF97",1.13
"C11ORF98",1.39
"C12ORF10",1.11
"C12ORF29",1.14
"C12ORF4",1.07
"C12ORF40",1.11
"C12ORF42",1.08
"C12ORF43",1.13
"C12ORF45",1.13
"C12ORF49",1.08
"C12ORF50",1.06
"C12ORF54",1.15
"C12ORF56",1.09
"C12ORF57",2.04
"C12ORF60",1.08
"C12ORF65",1.19
"C12ORF66",1.1
"C12ORF71",0.97
"C12ORF73",1.3
"C12ORF74",1.12
"C12ORF75",1.11
"C12ORF76",1.04
"C12ORF77",1.01
"C12ORF80",1.1
"C14ORF1",1.12
"C14ORF105",1.09
"C14ORF119",1.26
"C14ORF132",1.08
"C14ORF159",1.06
"C14ORF166",1.03
"C14ORF177",1.1
"C14ORF178",1.07
"C14ORF180",0.99
"C14ORF2",1.27
"C14ORF28",1.1
"C14ORF37",1.08
"C14ORF39",1.12
"C14ORF79",1.34
"C14ORF80",1.05
"C14ORF93",1.08
"C15ORF32",1.07
"C15ORF38-AP3S2",1.23
"C15ORF39",1.23
"C15ORF40",1.11
"C15ORF41",1.09
"C15ORF48",1
"C15ORF52",1.03
"C15ORF53",1.1
"C15ORF54",0.96
"C15ORF56",1.09
"C15ORF57",1.12
"C15ORF59",1.09
"C15ORF59-AS1",0.89
"C15ORF61",1.03
"C15ORF62",1.2
"C15ORF65",1.13
"C16ORF45",1.12
"C16ORF46",1.18
"C16ORF47",1.14
"C16ORF52",1.12
"C16ORF54",1.3
"C16ORF58",1.05
"C16ORF59",1.17
"C16ORF62",1.12
"C16ORF70",1.14
"C16ORF71",1.04
"C16ORF72",1.43
"C16ORF74",1.16
"C16ORF78",1.05
"C16ORF82",1.15
"C16ORF86",1.29
"C16ORF87",1.16
"C16ORF89",1.09
"C16ORF90",1.14
"C16ORF91",1.11
"C16ORF92",1.06
"C16ORF95",1.1
"C16ORF96",1.05
"C16ORF97",1.04
"C17ORF100",1.01
"C17ORF102",1.11
"C17ORF105",0.96
"C17ORF107",1.14
"C17ORF112",0.97
"C17ORF47",1.29
"C17ORF49",1.04
"C17ORF50",1.08
"C17ORF51",1.15
"C17ORF53",1.2
"C17ORF58",1.04
"C17ORF62",1.31
"C17ORF64",1.01
"C17ORF67",1.04
"C17ORF74",1.06
"C17ORF75",1.12
"C17ORF77",1.12
"C17ORF78",1.1
"C17ORF80",1.14
"C17ORF82",0.98
"C17ORF97",0.95
"C17ORF98",1.15
"C17ORF99",1.06
"C18ORF21",1.11
"C18ORF25",1.14
"C18ORF32",1.26
"C18ORF54",1.02
"C18ORF61",1.02
"C18ORF63",1.03
"C18ORF65",0.98
"C18ORF8",1.21
"C19ORF12",1.16
"C19ORF18",1.12
"C19ORF24",1.23
"C19ORF25",1.03
"C19ORF33",0.99
"C19ORF35",1.15
"C19ORF38",1.1
"C19ORF43",1.14
"C19ORF44",1.12
"C19ORF45",1.08
"C19ORF47",1.15
"C19ORF48",1.48
"C19ORF53",1.19
"C19ORF54",1.17
"C19ORF57",1.01
"C19ORF60",1.15
"C19ORF66",1.03
"C19ORF67",1.21
"C19ORF68",1.15
"C19ORF70",1.19
"C19ORF71",1.26
"C19ORF73",1.01
"C19ORF81",0.98
"C19ORF84",0.98
"C1D",1.13
"C1GALT1",1.07
"C1GALT1C1",0.97
"C1GALT1C1L",1.53
"C1ORF100",1.1
"C1ORF101",1.07
"C1ORF105",1.06
"C1ORF106",1.1
"C1ORF109",1.24
"C1ORF112",1.19
"C1ORF115",1.09
"C1ORF116",1.17
"C1ORF122",1.38
"C1ORF123",1.16
"C1ORF127",1.04
"C1ORF131",1.09
"C1ORF132",1.09
"C1ORF137",1.12
"C1ORF140",1.11
"C1ORF141",1.12
"C1ORF145",1.1
"C1ORF146",1.13
"C1ORF158",1.09
"C1ORF159",1.14
"C1ORF162",1.07
"C1ORF167",1.01
"C1ORF168",1.08
"C1ORF174",1.11
"C1ORF185",1.11
"C1ORF186",1.08
"C1ORF189",1.24
"C1ORF194",1.58
"C1ORF195",1.14
"C1ORF198",1.12
"C1ORF204",1.1
"C1ORF21",1.16
"C1ORF210",1.19
"C1ORF216",1.05
"C1ORF220",1.12
"C1ORF226",1.16
"C1ORF228",1.1
"C1ORF229",1.04
"C1ORF234",0.96
"C1ORF27",1.08
"C1ORF35",1.09
"C1ORF43",1.18
"C1ORF50",0.93
"C1ORF52",1.15
"C1ORF53",1.28
"C1ORF54",1.03
"C1ORF56",1.62
"C1ORF61",1.06
"C1ORF64",1.02
"C1ORF68",0.97
"C1ORF74",1.1
"C1ORF87",1.04
"C1ORF94",1.05
"C1QA",1.05
"C1QB",1.14
"C1QBP",1.09
"C1QC",0.94
"C1QL1",1.06
"C1QL2",1.08
"C1QL3",1.12
"C1QL4",1.05
"C1QTNF1",1.08
"C1QTNF1-AS1",0.99
"C1QTNF2",1.07
"C1QTNF3",1.08
"C1QTNF3-AMACR",1.09
"C1QTNF4",1.17
"C1QTNF5",1.11
"C1QTNF6",1.67
"C1QTNF7",1.07
"C1QTNF8",1.08
"C1QTNF9",1.17
"C1QTNF9B",1.01
"C1QTNF9B-AS1",1.13
"C1R",1.01
"C1RL",1.1
"C1RL-AS1",1.03
"C1S",0.96
"C2",1.06
"C2-AS1",1.06
"C20ORF141",1.06
"C20ORF144",1.38
"C20ORF166-AS1",1.02
"C20ORF173",1.01
"C20ORF194",1.09
"C20ORF196",1.16
"C20ORF197",1.15
"C20ORF202",1.09
"C20ORF203",1.04
"C20ORF24",1.12
"C20ORF27",1.04
"C20ORF78",1.02
"C20ORF85",1.07
"C20ORF96",1.07
"C21ORF140",1.29
"C21ORF2",1.51
"C21ORF33",1.32
"C21ORF58",1.25
"C21ORF59",1.12
"C21ORF62",1.06
"C21ORF62-AS1",1.11
"C21ORF91",1.11
"C21ORF91-OT1",1.15
"C22ORF15",1.03
"C22ORF23",1.13
"C22ORF24",0.97
"C22ORF29",1.04
"C22ORF31",1.11
"C22ORF34",1.07
"C22ORF39",1.04
"C22ORF42",1.07
"C22ORF46",1.12
"C2CD2",1.1
"C2CD2L",1.09
"C2CD3",1.1
"C2CD4A",1.2
"C2CD4B",0.98
"C2CD4C",0.98
"C2CD4D",1.19
"C2CD5",1.12
"C2ORF15",1.03
"C2ORF16",1.05
"C2ORF27A",1.1
"C2ORF27B",1.11
"C2ORF40",1.11
"C2ORF42",1.14
"C2ORF48",1.15
"C2ORF49",1.26
"C2ORF50",1.09
"C2ORF54",0.99
"C2ORF61",1.06
"C2ORF66",1.18
"C2ORF68",1.15
"C2ORF69",1.18
"C2ORF70",1.12
"C2ORF71",1.1
"C2ORF72",1.04
"C2ORF73",1.09
"C2ORF74",1.13
"C2ORF76",1.15
"C2ORF78",1.02
"C2ORF80",1.15
"C2ORF81",0.93
"C2ORF82",1.14
"C2ORF83",1.08
"C2ORF88",1.08
"C2ORF91",1.06
"C3",1.05
"C3AR1",1.1
"C3ORF14",1.12
"C3ORF18",1.02
"C3ORF20",1.08
"C3ORF22",1.12
"C3ORF30",1.05
"C3ORF33",1.05
"C3ORF35",1.06
"C3ORF36",0.92
"C3ORF38",1.16
"C3ORF49",1.14
"C3ORF52",1.08
"C3ORF56",1.05
"C3ORF58",1.12
"C3ORF62",1.11
"C3ORF67",1.06
"C3ORF67-AS1",1.08
"C3ORF70",1.09
"C3ORF79",1.06
"C3ORF80",0.98
"C3ORF84",1.15
"C3P1",1.1
"C4A",1.03
"C4B",1.03
"C4BPA",1.11
"C4BPB",1
"C4ORF17",1.06
"C4ORF19",1.16
"C4ORF22",1.07
"C4ORF26",1.15
"C4ORF3",1.11
"C4ORF32",1.16
"C4ORF33",1.1
"C4ORF36",0.97
"C4ORF45",1.05
"C4ORF46",1.23
"C4ORF47",1.16
"C4ORF48",0.94
"C4ORF51",1.08
"C5",1.09
"C5AR1",1.13
"C5AR2",1.3
"C5ORF15",1.15
"C5ORF17",1.06
"C5ORF22",1.13
"C5ORF24",1.21
"C5ORF30",1.19
"C5ORF34",1.13
"C5ORF38",0.94
"C5ORF42",1.1
"C5ORF46",1.17
"C5ORF47",1.03
"C5ORF49",1.01
"C5ORF51",1.14
"C5ORF52",1
"C5ORF56",1.09
"C5ORF58",1.01
"C5ORF60",1.15
"C5ORF63",1.05
"C5ORF64",1.06
"C5ORF64-AS1",1.1
"C5ORF66",1.09
"C5ORF66-AS1",0.88
"C5ORF66-AS2",1.09
"C5ORF67",1.07
"C6",1.06
"C6ORF1",1.39
"C6ORF10",1.09
"C6ORF106",1.18
"C6ORF118",1.06
"C6ORF120",1.1
"C6ORF132",1.16
"C6ORF136",1.2
"C6ORF141",1.4
"C6ORF15",0.96
"C6ORF163",1.14
"C6ORF201",1.07
"C6ORF203",1.07
"C6ORF222",1.12
"C6ORF223",1.08
"C6ORF226",3.07
"C6ORF229",1.02
"C6ORF47",1.24
"C6ORF48",1.15
"C6ORF52",1.12
"C6ORF58",1.04
"C6ORF62",1.34
"C6ORF89",1.12
"C6ORF99",1.04
"C7",1.07
"C7ORF13",1.04
"C7ORF25",1.2
