"gene","top1_density"
"TAF3",1.16
"TAF4",1.1
"TAF4B",1.11
"TAF5",1.15
"TAF5L",1.13
"TAF6",1.17
"TAF6L",1.23
"TAF7",1.21
"TAF7L",1.07
"TAF8",1.06
"TAF9",1.18
"TAF9B",1.46
"TAGAP",1.07
"TAGLN",1.25
"TAGLN2",1.23
"TAGLN3",0.98
"TAL1",1.1
"TAL2",1.13
"TALAM1",9.91
"TALDO1",1.28
"TAMM41",1.09
"TANC1",1.13
"TANC2",1.17
"TANGO2",1.09
"TANGO6",1.11
"TANK",1.16
"TAOK1",1.22
"TAOK2",1.1
"TAOK3",1.18
"TAP1",0.99
"TAP2",1.06
"TAPBP",1.23
"TAPBPL",1.12
"TAPT1",1.11
"TAPT1-AS1",1.05
"TARBP1",1.14
"TARBP2",1
"TARDBP",1.13
"TARID",1.06
"TARM1",1
"TARP",1.2
"TARS",1.22
"TARS2",1.07
"TARSL2",1.13
"TAS1R1",1.11
"TAS1R2",1.06
"TAS1R3",1.21
"TAS2R1",0.92
"TAS2R10",1.41
"TAS2R13",0.96
"TAS2R14",1.31
"TAS2R16",1.27
"TAS2R19",1.16
"TAS2R20",1.3
"TAS2R3",0.73
"TAS2R30",1.39
"TAS2R31",1.07
"TAS2R38",0.91
"TAS2R39",1.04
"TAS2R4",1.29
"TAS2R40",0.98
"TAS2R41",1
"TAS2R42",1.33
"TAS2R43",0.91
"TAS2R46",1.7
"TAS2R5",1.09
"TAS2R50",1.09
"TAS2R60",1.18
"TAS2R7",1.47
"TAS2R8",1.15
"TAS2R9",1.17
"TASP1",1.11
"TAT",1.13
"TAT-AS1",1.15
"TATDN1",1.27
"TATDN2",1.18
"TATDN3",1.07
"TAX1BP1",1.17
"TAX1BP3",1.19
"TAZ",1.18
"TBATA",1.03
"TBC1D1",1.12
"TBC1D10A",1.16
"TBC1D10B",1.19
"TBC1D10C",1.12
"TBC1D12",1.16
"TBC1D13",1.09
"TBC1D14",1.08
"TBC1D15",1.11
"TBC1D16",1.11
"TBC1D17",1.1
"TBC1D19",1.09
"TBC1D2",1.14
"TBC1D20",1.16
"TBC1D21",1.1
"TBC1D22A",1.09
"TBC1D22A-AS1",1.21
"TBC1D22B",1.14
"TBC1D23",1.16
"TBC1D24",1.05
"TBC1D25",1.11
"TBC1D26",1.11
"TBC1D28",1.04
"TBC1D29",1.02
"TBC1D2B",1.16
"TBC1D3",1.11
"TBC1D30",1.16
"TBC1D31",1.15
"TBC1D32",1.1
"TBC1D3B",1.02
"TBC1D3C",1.17
"TBC1D3D",1.02
"TBC1D3E",1.09
"TBC1D3F",1.06
"TBC1D3H",1.01
"TBC1D3K",1.09
"TBC1D3L",1.02
"TBC1D3P1-DHX40P1",1.09
"TBC1D3P2",0.92
"TBC1D3P5",1.1
"TBC1D4",1.1
"TBC1D5",1.1
"TBC1D7",1.08
"TBC1D7-LOC100130357",1.1
"TBC1D8",1.18
"TBC1D8-AS1",1.01
"TBC1D8B",1.08
"TBC1D9",1.17
"TBC1D9B",1.19
"TBCA",1.19
"TBCB",1.11
"TBCC",1.62
"TBCCD1",1.11
"TBCD",1.09
"TBCE",1.16
"TBCEL",1.09
"TBCK",1.07
"TBK1",1.22
"TBKBP1",1.15
"TBL1X",1.1
"TBL1XR1",1.35
"TBL2",1.14
"TBL3",1.13
"TBP",1.17
"TBPL1",1.18
"TBPL2",1.14
"TBR1",1.09
"TBRG1",1.06
"TBRG4",1.29
"TBX1",1.15
"TBX10",1.11
"TBX15",1.09
"TBX18",1.09
"TBX18-AS1",1.03
"TBX19",1.06
"TBX2",1.04
"TBX2-AS1",1.14
"TBX20",1.08
"TBX21",1.01
"TBX22",1
"TBX3",1.09
"TBX4",0.96
"TBX5",1.1
"TBX5-AS1",1.01
"TBX6",1.09
"TBXA2R",1.08
"TBXAS1",1.08
"TC2N",1.14
"TCAF1",1.14
"TCAF2",1.08
"TCAF2P1",1.07
"TCAIM",1.06
"TCAM1P",1.29
"TCAP",1.15
"TCEA1",1.08
"TCEA2",1.14
"TCEA3",1.14
"TCEAL1",1.29
"TCEAL2",1.14
"TCEAL3",1.27
"TCEAL4",1.17
"TCEAL5",0.88
"TCEAL6",1.26
"TCEAL7",1.03
"TCEAL8",1.13
"TCEAL9",0.88
"TCEANC",1.09
"TCEANC2",1.05
"TCEB3C",0.92
"TCERG1",1.24
"TCERG1L",1.09
"TCERG1L-AS1",1.07
"TCF12",1.16
"TCF15",1.03
"TCF19",1.11
"TCF20",1.16
"TCF21",1.15
"TCF23",1.13
"TCF24",1.07
"TCF25",1.22
"TCF3",1.12
"TCF4",1.05
"TCF4-AS1",1.01
"TCF7",1.19
"TCF7L1",1.09
"TCF7L2",1.14
"TCFL5",1.16
"TCHH",1.25
"TCHHL1",1.07
"TCHP",1.13
"TCIRG1",1.11
"TCL1A",1.03
"TCL1B",0.95
"TCL6",1.13
"TCN1",1.11
"TCN2",1.05
"TCOF1",1.15
"TCP1",1.24
"TCP10",1.1
"TCP10L",1.05
"TCP10L2",1.07
"TCP11",1.06
"TCP11L1",1.12
"TCP11L2",1.11
"TCP11X2",1.03
"TCTA",1.16
"TCTE1",1.17
"TCTE3",1.05
"TCTEX1D1",1.13
"TCTEX1D2",1.26
"TCTEX1D4",1.12
"TCTN1",1.08
"TCTN2",1.07
"TCTN3",1.14
"TDG",1.24
"TDGF1",1.01
"TDGF1P3",0.88
"TDH",1.12
"TDO2",1.12
"TDP1",1.14
"TDP2",1.08
"TDRD1",1.08
"TDRD10",1.12
"TDRD12",1.12
"TDRD15",1.07
"TDRD3",1.09
"TDRD5",1.06
"TDRD6",1.07
"TDRD7",1.09
"TDRD9",1.12
"TDRG1",1.04
"TDRKH",1.06
"TDRP",1.07
"TEAD1",1.11
"TEAD2",1.09
"TEAD3",1.22
"TEAD4",1.14
"TEC",1.11
"TECPR1",1.05
"TECPR2",1.08
"TECR",1.18
"TECRL",1.08
"TECTA",1.08
"TECTB",1.13
"TEDDM1",1.02
"TEF",1.12
"TEFM",1.32
"TEK",1.04
"TEKT1",1.02
"TEKT2",0.93
"TEKT3",1.08
"TEKT4",1.07
"TEKT4P2",1.09
"TEKT5",1.08
"TELO2",1.23
"TEN1",1.29
"TEN1-CDK3",1.28
"TENM1",1.07
"TENM2",1.07
"TENM3",1.02
"TENM4",1.08
"TEP1",1.1
"TEPP",1.08
"TEPSIN",1.06
"TERB1",1.16
"TERB2",1.05
"TERC",1.45
"TERF1",1.04
"TERF2",1.15
"TERF2IP",1.11
"TERT",1.05
"TES",1.14
"TESC",1.15
"TESC-AS1",1.04
"TESK1",1.08
"TESK2",1.12
"TESMIN",1.1
"TESPA1",1.11
"TET1",1.11
"TET2",1.54
"TET2-AS1",1.36
"TET3",1.14
"TEX10",1.21
"TEX101",1.18
"TEX11",1.07
"TEX12",1.08
"TEX13A",0.93
"TEX13B",0.86
"TEX13C",0.99
"TEX14",1.18
"TEX15",1.09
"TEX19",1.1
"TEX2",1.14
"TEX21P",1.2
"TEX22",1.2
"TEX26",1.05
"TEX26-AS1",1.06
"TEX261",1.06
"TEX264",1.05
"TEX28",1.04
"TEX29",1.11
"TEX30",1.03
"TEX33",1.07
"TEX35",1.07
"TEX36",1.07
"TEX36-AS1",1.02
"TEX37",1.07
"TEX38",1.15
"TEX40",1.16
"TEX41",1.07
"TEX43",1.29
"TEX44",1.1
"TEX9",1.08
"TF",1.03
"TFAM",1.06
"TFAMP1",1.11
"TFAP2A",1.1
"TFAP2A-AS1",1.11
"TFAP2B",1.04
"TFAP2C",1.58
"TFAP2D",1.07
"TFAP2E",1.1
"TFAP4",1.14
"TFB1M",1.13
"TFB2M",1.17
"TFCP2",1.09
"TFCP2L1",1.07
"TFDP1",1.1
"TFDP2",1.14
"TFDP3",0.9
"TFE3",1.05
"TFEB",1.02
"TFEC",1.08
"TFF1",5.41
"TFF2",1.04
"TFF3",1.32
"TFG",1.16
"TFIP11",1.08
"TFPI",1.13
"TFPI2",1.26
"TFPT",1.07
"TFR2",1.06
"TFRC",1.42
"TG",1.09
"TGDS",1.09
"TGFA",1.1
"TGFA-IT1",1.09
"TGFB1",1.02
"TGFB1I1",1.23
"TGFB2",1.12
"TGFB2-AS1",1.69
"TGFB2-OT1",0.98
"TGFB3",1.2
"TGFBI",1.06
"TGFBR1",1.12
"TGFBR2",1.13
"TGFBR3",1.08
"TGFBR3L",1.1
"TGFBRAP1",1.09
"TGIF1",1.95
"TGIF2",1.2
"TGIF2-C20ORF24",1.19
"TGIF2LX",0.99
"TGM1",1.09
"TGM2",1.11
"TGM3",1.01
"TGM4",1.07
"TGM5",1.08
"TGM6",1.07
"TGM7",1.07
"TGOLN2",1.13
"TGS1",1.15
"TH",0.97
"TH2LCRR",1.21
"THADA",1.16
"THAP1",1.15
"THAP10",1.08
"THAP11",0.99
"THAP12",1.08
"THAP2",1.04
"THAP3",1.09
"THAP4",1.13
"THAP5",1.15
"THAP6",1.1
"THAP7",1.18
"THAP7-AS1",1.1
"THAP8",1.09
"THAP9",1.14
"THAP9-AS1",1.31
"THBD",1.18
"THBS1",1.98
"THBS2",1.05
"THBS3",1.12
"THBS4",1.07
"THCAT155",1.11
"THCAT158",1.14
"THEG",1.14
"THEG5",1.16
"THEGL",1.08
"THEM4",1.08
"THEM5",1.08
"THEM6",1.08
"THEMIS",1.1
"THEMIS2",1.07
"THG1L",1.14
"THNSL1",0.99
"THNSL2",1.06
"THOC1",1.18
"THOC2",1.24
"THOC3",1.06
"THOC5",1.09
"THOC6",1.9
"THOC7",1.09
"THOC7-AS1",1.15
"THOP1",1.08
"THPO",1.18
"THRA",1.14
"THRA1/BTR",1.14
"THRAP3",1.2
"THRB",1.11
"THRB-AS1",1.23
"THRIL",1.44
"THRSP",1.11
"THSD1",1.12
"THSD4",1.25
"THSD4-AS1",1.19
"THSD4-AS2",1.28
"THSD7A",1.07
"THSD7B",1.06
"THTPA",1.11
"THUMPD1",1.22
"THUMPD2",1.12
"THUMPD3",1.38
"THUMPD3-AS1",1.49
"THY1",1.02
"THYN1",1.2
"TIA1",1.26
"TIAF1",1.27
"TIAL1",1.11
"TIAM1",1.13
"TIAM2",1.1
"TICAM1",1.13
"TICAM2",1.11
"TICRR",1.16
"TIE1",1.04
"TIFA",1.32
"TIFAB",1.11
"TIGAR",1.12
"TIGD1",0.94
"TIGD2",0.86
"TIGD3",1.05
"TIGD4",1.17
"TIGD5",1.07
"TIGD6",0.98
"TIGD7",1.09
"TIGIT",1.1
"TIMD4",1.07
"TIMELESS",1.15
"TIMM10",1.16
"TIMM10B",1.07
"TIMM13",1.24
"TIMM17A",1.19
"TIMM17B",1.11
"TIMM21",1.01
"TIMM22",1.2
"TIMM23",1.22
"TIMM23B",1.13
"TIMM29",0.97
"TIMM44",1.11
"TIMM50",1.12
"TIMM8A",1.21
"TIMM8B",1.4
"TIMM9",1.15
"TIMMDC1",1.06
"TIMP1",1.14
"TIMP2",1.09
"TIMP3",1.19
"TIMP4",1.14
"TINAG",1.11
"TINAGL1",0.96
"TINCR",1.12
"TINF2",1.14
"TIPARP",1.33
"TIPARP-AS1",0.99
"TIPIN",1.16
"TIPRL",1.06
"TIRAP",1.06
"TISP43",1.16
"TJAP1",1.14
"TJP1",1.12
"TJP2",1.19
"TJP3",1.12
"TK1",1.32
"TK2",1.06
"TKFC",1.11
"TKT",1.19
"TKTL1",1.12
"TKTL2",1.11
"TLCD1",1.92
"TLCD2",1.04
"TLDC1",1.09
"TLDC2",1.12
"TLE1",1.26
"TLE2",1.11
"TLE3",1.26
"TLE4",1.08
"TLE6",1.05
"TLK1",1.2
"TLK2",1.21
"TLL1",1.07
"TLL2",1.08
"TLN1",1.07
"TLN2",1.08
"TLR1",1.03
"TLR10",1.07
"TLR2",1.06
"TLR3",1.06
"TLR4",1.09
"TLR5",1.06
"TLR6",1.05
"TLR7",1.03
"TLR8",1.03
"TLR8-AS1",1.04
"TLR9",0.96
"TLX1",1.06
"TLX1NB",1.02
"TLX2",0.94
"TLX3",1.12
"TM2D1",1.2
"TM2D2",1.19
"TM2D3",1.24
"TM4SF1",1.08
"TM4SF1-AS1",1.14
"TM4SF18",1.05
"TM4SF19",1.19
"TM4SF19-AS1",1.31
"TM4SF19-TCTEX1D2",1.24
"TM4SF20",1.12
"TM4SF4",1.05
"TM4SF5",1.15
"TM6SF1",1.13
"TM6SF2",1.06
"TM7SF2",1.7
"TM7SF3",1.08
"TM9SF1",1.14
"TM9SF2",1.12
"TM9SF3",1.14
"TM9SF4",1.12
"TMA16",1.19
"TMA7",1.38
"TMBIM1",1.15
"TMBIM4",1.15
"TMBIM6",1.2
"TMC1",1.06
"TMC2",1.07
"TMC3",1.1
"TMC3-AS1",1.08
"TMC4",1.1
"TMC5",1.08
"TMC6",1.09
"TMC7",1.11
"TMC8",1.11
"TMCC1",1.17
"TMCC1-AS1",1.05
"TMCC2",1.07
"TMCC3",1.11
"TMCO1",1.12
"TMCO2",1.07
"TMCO3",1.13
"TMCO4",1.11
"TMCO5A",1.04
"TMCO5B",1.05
"TMCO6",1.05
"TMED1",1.31
"TMED10",1.21
"TMED10P1",1.01
"TMED11P",1.09
"TMED2",1.14
"TMED3",1.12
"TMED4",1.14
"TMED5",1.18
"TMED6",1.2
"TMED7",1.11
"TMED7-TICAM2",1.13
"TMED8",1.12
"TMED9",1.01
"TMEFF1",1.04
"TMEFF2",1.08
"TMEM100",1.09
"TMEM101",1.28
"TMEM102",0.92
"TMEM104",1.2
"TMEM105",1.1
"TMEM106A",1.16
"TMEM106B",1.08
"TMEM106C",1.11
"TMEM107",1.94
"TMEM108",1.07
"TMEM108-AS1",1.06
"TMEM109",1.08
"TMEM11",1.16
"TMEM110",1.06
"TMEM110-MUSTN1",1.06
"TMEM114",1.08
"TMEM115",1.21
"TMEM116",1.13
"TMEM117",1.07
"TMEM119",1.14
"TMEM120A",1.08
"TMEM120B",1.22
"TMEM121",1.01
"TMEM123",1.16
"TMEM125",1.19
"TMEM126A",2.27
"TMEM126B",1.13
"TMEM127",1.13
"TMEM128",1.11
"TMEM129",1.14
"TMEM130",1.07
"TMEM131",1.11
"TMEM132A",1.02
"TMEM132B",1.07
"TMEM132C",1.07
"TMEM132D",1.07
"TMEM132E",1.06
"TMEM133",1.18
"TMEM134",0.99
"TMEM135",1.12
"TMEM136",1.02
"TMEM138",1.05
"TMEM139",1.03
"TMEM140",1.14
"TMEM141",1.21
"TMEM143",1.12
"TMEM144",1.08
"TMEM145",1.06
"TMEM147",1.13
"TMEM147-AS1",0.95
"TMEM14A",1.07
"TMEM14B",1.04
"TMEM14C",1.1
"TMEM14EP",1.15
"TMEM150A",1.13
"TMEM150B",1.04
"TMEM150C",1.17
"TMEM151A",0.93
"TMEM151B",1.07
"TMEM154",1.11
"TMEM155",1.07
"TMEM156",1.07
"TMEM158",1
"TMEM159",1.14
"TMEM160",1.01
"TMEM161A",1.07
"TMEM161B",1.18
"TMEM161B-AS1",1.1
"TMEM163",1.09
"TMEM164",1.18
"TMEM165",1.25
"TMEM167A",1.12
"TMEM167B",1.13
"TMEM168",1.16
"TMEM169",1.07
"TMEM17",1.04
"TMEM170A",1.08
"TMEM170B",1.09
"TMEM171",1.15
"TMEM173",1.03
"TMEM174",1.1
"TMEM175",1.11
"TMEM176A",0.96
"TMEM176B",1.01
"TMEM177",1.1
"TMEM178A",1.06
"TMEM178B",1.06
"TMEM179",1.01
"TMEM179B",1.06
"TMEM18",1.03
"TMEM181",1.12
"TMEM182",1.08
"TMEM183A",1.16
"TMEM183B",1.43
"TMEM184A",1.44
"TMEM184B",1.08
"TMEM184C",1.07
"TMEM185A",1.11
"TMEM185B",1.28
"TMEM186",1.23
"TMEM187",1.14
"TMEM189",1.17
"TMEM189-UBE2V1",1.19
"TMEM19",1.05
"TMEM190",0.91
"TMEM191A",1.02
"TMEM191B",0.92
"TMEM191C",1.01
"TMEM192",1.08
"TMEM196",1.12
"TMEM198",1.15
"TMEM198B",1.07
"TMEM199",1.02
"TMEM2",1.19
"TMEM200A",1.09
"TMEM200B",1.22
"TMEM200C",1.03
"TMEM201",1.06
"TMEM202",1.13
"TMEM203",1.23
"TMEM204",1.08
"TMEM205",1.39
"TMEM206",1.07
"TMEM207",1.06
"TMEM208",1.57
"TMEM209",1.14
"TMEM210",1.09
"TMEM211",1.2
"TMEM212",1.07
"TMEM212-AS1",1.17
"TMEM213",1.12
"TMEM214",1.02
"TMEM215",1.15
"TMEM216",1.14
"TMEM217",1.03
"TMEM218",1.05
"TMEM219",1.02
"TMEM220",1.09
"TMEM220-AS1",1.09
"TMEM221",1.08
"TMEM222",1.04
"TMEM223",1.59
"TMEM225",0.98
"TMEM229A",1.3
"TMEM229B",1.08
"TMEM230",1.18
"TMEM231",1.04
"TMEM232",1.09
"TMEM233",1.08
"TMEM234",1.07
"TMEM235",1.02
"TMEM236",1.06
"TMEM237",1.08
"TMEM238",1.07
"TMEM239",1.02
"TMEM240",1.12
"TMEM241",1.09
"TMEM242",1.05
"TMEM243",1.29
"TMEM244",1.1
"TMEM245",1.19
"TMEM246",1
"TMEM246-AS1",1.05
"TMEM247",0.99
"TMEM248",1.22
"TMEM249",1.18
"TMEM25",1.2
"TMEM251",1.31
"TMEM252",1.12
"TMEM253",0.95
"TMEM254",1.03
"TMEM254-AS1",1.08
"TMEM255A",1.05
"TMEM255B",1.07
"TMEM256",1.06
"TMEM256-PLSCR3",1.1
"TMEM257",1.02
"TMEM258",1.11
"TMEM259",0.98
"TMEM26",1.1
"TMEM26-AS1",1.05
"TMEM260",1.08
"TMEM261",1.16
"TMEM262",0.95
"TMEM263",1.24
"TMEM265",1.54
"TMEM266",1.13
"TMEM267",1.14
"TMEM268",1.1
"TMEM269",1.03
"TMEM27",1.06
"TMEM30A",1.12
"TMEM30B",1.32
"TMEM30CP",1.17
"TMEM31",1.11
"TMEM33",1.14
"TMEM35A",1.07
"TMEM35B",1.1
"TMEM37",1.17
"TMEM38A",1.13
"TMEM38B",1.12
"TMEM39A",1.14
"TMEM39B",1.11
"TMEM40",1.06
"TMEM41A",1.04
"TMEM41B",1.17
"TMEM42",1.12
"TMEM43",1.25
"TMEM44",1.22
"TMEM44-AS1",1.34
"TMEM45A",1.1
"TMEM45B",1.17
"TMEM47",1.07
"TMEM5",1.09
"TMEM5-AS1",1.11
"TMEM50A",1.11
"TMEM50B",1.18
"TMEM51",1.13
"TMEM51-AS1",1.06
"TMEM52",0.88
"TMEM52B",1.08
"TMEM53",1.1
"TMEM54",1.15
"TMEM55A",1.13
"TMEM55B",1.2
"TMEM56",1.1
"TMEM56-RWDD3",1.09
"TMEM57",1.16
"TMEM59",1.05
"TMEM59L",1.09
"TMEM60",1.23
"TMEM61",1.05
"TMEM62",1.04
"TMEM63A",1.15
"TMEM63B",1.05
"TMEM63C",1.09
"TMEM64",1.28
"TMEM65",1.14
"TMEM67",1.13
"TMEM68",1.14
"TMEM69",1.07
"TMEM70",1.02
"TMEM71",1.06
"TMEM72",1.01
"TMEM72-AS1",1.06
"TMEM74",1.05
"TMEM74B",1.23
"TMEM75",1.5
"TMEM79",1.05
"TMEM80",1.14
"TMEM81",1.31
"TMEM82",1.01
"TMEM86A",1
"TMEM86B",1.19
"TMEM87A",1.13
"TMEM87B",1.13
"TMEM88",1.08
"TMEM88B",1.05
"TMEM89",1
"TMEM8A",1.14
"TMEM8B",1.08
"TMEM8C",0.98
"TMEM9",1.07
"TMEM91",1.09
"TMEM92",1.16
"TMEM92-AS1",0.93
"TMEM94",1.16
"TMEM95",0.9
"TMEM97",1.2
"TMEM98",1.15
"TMEM99",1.05
"TMEM9B",1.07
"TMEM9B-AS1",1.02
"TMF1",1.17
"TMIE",1.03
"TMIGD1",1.12
"TMIGD2",1.11
"TMIGD3",1.09
"TMLHE",1.05
"TMOD1",1.05
"TMOD2",1.09
"TMOD3",1.17
"TMOD4",1.29
"TMPO",1.5
"TMPO-AS1",1.07
"TMPPE",1.2
"TMPRSS11A",1.13
"TMPRSS11B",0.95
"TMPRSS11BNL",1.06
"TMPRSS11D",1.06
"TMPRSS11E",1.1
"TMPRSS11F",1.05
"TMPRSS11GP",0.95
"TMPRSS12",1.1
"TMPRSS13",1.04
"TMPRSS15",1.05
"TMPRSS2",1.09
"TMPRSS3",1.24
"TMPRSS4",1.07
"TMPRSS4-AS1",1.1
"TMPRSS5",1
"TMPRSS6",1.09
"TMPRSS7",1.06
"TMPRSS9",1.14
"TMSB10",1.15
"TMSB15A",0.96
"TMSB15B",1.16
"TMSB4X",2.08
"TMTC1",1.09
"TMTC2",1.1
"TMTC3",1.13
"TMTC4",1.08
"TMUB1",0.89
"TMUB2",1.36
"TMX1",1.16
"TMX2",1.13
"TMX2-CTNND1",1.19
"TMX3",1.07
"TMX4",1.17
"TNC",1.09
"TNF",1.09
"TNFAIP1",1.32
"TNFAIP2",0.97
"TNFAIP3",1
"TNFAIP6",1.13
"TNFAIP8",1.16
"TNFAIP8L1",1.12
"TNFAIP8L2",1.16
"TNFAIP8L2-SCNM1",1.13
"TNFAIP8L3",1.09
"TNFRSF10A",1.17
"TNFRSF10B",1.14
"TNFRSF10C",1.12
"TNFRSF10D",1.08
"TNFRSF11A",1.06
"TNFRSF11B",1.14
"TNFRSF12A",1.85
"TNFRSF13B",1.06
"TNFRSF13C",1.19
"TNFRSF14",1.07
"TNFRSF17",1.1
"TNFRSF18",1.02
"TNFRSF19",1.11
"TNFRSF1A",1.48
"TNFRSF1B",1.02
"TNFRSF21",1.17
"TNFRSF25",1.23
"TNFRSF4",1.04
"TNFRSF6B",1
"TNFRSF8",1.09
"TNFRSF9",1.06
"TNFSF10",1.1
"TNFSF11",1.12
"TNFSF12",1.15
"TNFSF12-TNFSF13",1.13
"TNFSF13",1.11
"TNFSF13B",1.12
"TNFSF14",1.01
"TNFSF15",1.11
"TNFSF18",1.01
"TNFSF4",1.11
"TNFSF8",1.11
"TNFSF9",0.99
"TNIK",1.07
"TNIP1",1.13
"TNIP2",1.12
"TNIP3",1.06
"TNK1",1.1
"TNK2",1.15
"TNK2-AS1",1.01
"TNKS",1.12
"TNKS1BP1",1.05
"TNKS2",1.21
"TNKS2-AS1",1.13
"TNMD",1.18
"TNN",1.07
"TNNC1",0.95
"TNNC2",1
"TNNI1",1.01
"TNNI2",1.09
"TNNI3",0.89
"TNNI3K",1.07
"TNNT1",1.06
"TNNT2",1.07
"TNNT3",1.06
"TNP1",0.97
"TNP2",1.01
"TNPO1",1.26
"TNPO2",1.35
"TNPO3",1.18
"TNR",1.06
"TNRC18",1.28
"TNRC18P1",1.18
"TNRC6A",1.17
"TNRC6B",1.15
"TNRC6C",1.1
"TNRC6C-AS1",1.16
"TNS1",1.05
"TNS2",1.17
"TNS3",1.13
"TNS4",1.11
"TNXA",1.11
"TNXB",1.12
"TOB1",1.77
"TOB1-AS1",1.7
"TOB2",1.15
"TOB2P1",0.96
"TOE1",1.05
"TOGARAM1",1.16
"TOGARAM2",1.06
"TOLLIP",1.08
"TOLLIP-AS1",0.93
"TOM1",1.1
"TOM1L1",1.08
"TOM1L2",1.12
"TOMM20",1.21
"TOMM20L",1.24
"TOMM22",1.3
"TOMM34",1.13
"TOMM40",1.23
"TOMM40L",1.16
"TOMM5",1.23
"TOMM6",1.51
"TOMM7",1.16
"TOMM70",1.19
"TONSL",1.14
"TONSL-AS1",1.26
"TOP1",1.31
"TOP1MT",1.05
"TOP1P1",1.48
"TOP1P2",1.5
"TOP2A",1.21
"TOP2B",1.22
"TOP3A",1.14
"TOP3B",1.12
"TOPAZ1",1.07
"TOPBP1",1.15
"TOPORS",1.18
"TOPORS-AS1",1.22
"TOR1A",1.36
"TOR1AIP1",1.22
"TOR1AIP2",1.15
"TOR1B",1.15
"TOR2A",1.01
"TOR3A",1.16
"TOR4A",1.06
"TOX",1.08
"TOX2",1.07
"TOX3",1.07
"TOX4",1.24
"TP53",1.18
"TP53AIP1",0.97
"TP53BP1",1.1
"TP53BP2",1.18
"TP53I11",1.09
"TP53I13",1.23
"TP53I3",1.12
"TP53INP1",1.25
"TP53INP2",1.12
"TP53RK",1.09
"TP53TG1",1.14
"TP53TG3",1.06
"TP53TG3C",1.08
"TP53TG3D",1.12
"TP53TG3E",1.05
"TP53TG3F",1.05
"TP53TG3HP",1.02
"TP53TG5",1.03
"TP63",1.08
"TP73",1.07
"TP73-AS1",1.04
"TPBG",1.47
"TPBGL",0.95
"TPCN1",1.08
"TPCN2",1.08
"TPD52",1.2
"TPD52L1",1.29
"TPD52L2",1.25
"TPD52L3",0.94
"TPGS1",1.03
"TPGS2",1.08
"TPH1",1.12
"TPH2",1.11
"TPI1",1.34
"TPI1P2",0.94
"TPI1P3",1
"TPK1",1.08
"TPM1",1.66
"TPM2",1.04
"TPM3",1.29
"TPM3P9",1.17
"TPM4",2.15
"TPMT",1.12
"TPO",1.07
"TPP1",0.98
"TPP2",1.14
"TPPP",1.14
"TPPP2",0.89
"TPPP3",1.02
"TPR",1.18
"TPRA1",1.16
"TPRG1",1.1
"TPRG1-AS1",0.98
"TPRG1-AS2",1.2
"TPRG1L",1.01
"TPRKB",1.17
"TPRN",1.02
"TPRX1",0.89
"TPRXL",1.06
"TPSAB1",1.25
"TPSB2",0.97
"TPSD1",1.05
"TPSG1",1.34
"TPST1",1.13
"TPST2",1.13
"TPT1",2.25
"TPT1-AS1",1.1
"TPTE",1.14
"TPTE2",1.07
"TPTE2P1",1.09
"TPTE2P3",1.05
"TPTE2P5",1.12
"TPTE2P6",1.11
"TPTEP1",1.11
"TPX2",1.17
"TRA2A",1.33
"TRA2B",1.64
"TRABD",1.02
"TRABD2A",1.08
"TRABD2B",1.07
"TRADD",1.13
"TRAF1",1.05
"TRAF2",1.14
"TRAF3",1.12
"TRAF3IP1",1.1
"TRAF3IP2",1.19
"TRAF3IP2-AS1",1.13
"TRAF3IP3",1.06
"TRAF4",1.58
"TRAF5",1.14
"TRAF6",1.08
"TRAF7",1.09
"TRAFD1",1.28
"TRAIP",1.1
"TRAK1",1.13
"TRAK2",1.1
"TRAM1",1.13
"TRAM1L1",1.33
"TRAM2",1.08
"TRAM2-AS1",1.15
"TRANK1",1.07
"TRAP1",1.18
"TRAPPC1",0.95
"TRAPPC10",1.2
"TRAPPC11",1.12
"TRAPPC12",1.12
"TRAPPC13",1.14
"TRAPPC2",1.12
"TRAPPC2B",1.04
"TRAPPC2L",1.13
"TRAPPC3",1.08
"TRAPPC3L",1.13
"TRAPPC4",1.11
"TRAPPC5",0.81
"TRAPPC6A",1.11
"TRAPPC6B",1.09
"TRAPPC8",1.13
"TRAPPC9",1.09
"TRAT1",1.06
"TRDMT1",1.09
"TRDN",1.07
"TREH",1.08
"TREM1",1.06
"TREM2",1.16
"TREML1",1.09
"TREML2",1.1
"TREML3P",1.05
"TREML4",1.01
"TREML5P",1.48
"TRERF1",1.09
"TRERNA1",1.14
"TREX1",0.92
"TREX2",0.93
"TRG-AS1",1.03
"TRH",0.94
"TRHDE",1.05
"TRHDE-AS1",1.08
"TRHR",1.08
"TRIAP1",1.25
"TRIB1",1.38
"TRIB2",1.1
"TRIB3",1.3
"TRIL",1.04
"TRIM10",1.04
"TRIM11",1.16
"TRIM13",1.28
"TRIM14",1.13
"TRIM15",1.06
"TRIM16",1.29
"TRIM16L",1.28
"TRIM17",1.04
"TRIM2",1.1
"TRIM21",0.91
"TRIM22",1.08
"TRIM23",1.09
"TRIM24",1.15
"TRIM25",1.15
"TRIM26",1.1
"TRIM27",1.25
"TRIM28",0.98
"TRIM29",1.03
"TRIM3",1.06
"TRIM31",1.16
"TRIM31-AS1",1.09
"TRIM32",1.07
"TRIM33",1.22
"TRIM34",1.07
"TRIM35",1.01
"TRIM36",1.1
"TRIM37",1.26
