"gene","top1cc_density"
"ARMC9",1.23
"ARMCX1",1.15
"ARMCX2",1.19
"ARMCX3",1.11
"ARMCX4",1.16
"ARMCX5",1.19
"ARMCX5-GPRASP2",1.15
"ARMCX6",1.3
"ARMS2",1.21
"ARMT1",1.21
"ARNT",1.4
"ARNT2",1.24
"ARNTL",1.19
"ARNTL2",1.18
"ARNTL2-AS1",1.16
"ARPC1A",1.23
"ARPC1B",1.37
"ARPC2",1.22
"ARPC3",1.25
"ARPC4",1.48
"ARPC4-TTLL3",1.41
"ARPC5",1.25
"ARPC5L",1.25
"ARPIN",1.3
"ARPP19",1.4
"ARPP21",1.12
"ARR3",1.1
"ARRB1",1.41
"ARRB2",1.18
"ARRDC1",1.29
"ARRDC1-AS1",1.45
"ARRDC2",1.22
"ARRDC3",1.12
"ARRDC3-AS1",1.16
"ARRDC4",1.16
"ARRDC5",1.09
"ARSA",1.16
"ARSB",1.19
"ARSD",1.18
"ARSD-AS1",0.94
"ARSE",1.13
"ARSF",1.11
"ARSG",1.29
"ARSH",1.08
"ARSI",1.16
"ARSJ",1.14
"ARSK",1.15
"ART1",1.17
"ART3",1.17
"ART4",1.13
"ART5",1.1
"ARTN",1.18
"ARV1",1.19
"ARVCF",1.18
"ARX",1.14
"AS-PTPRE",1.29
"AS3MT",1.18
"ASAH1",1.12
"ASAH2",1.17
"ASAH2B",1.2
"ASAP1",1.21
"ASAP1-IT1",1.39
"ASAP1-IT2",1.3
"ASAP2",1.26
"ASAP3",1.21
"ASB1",1.25
"ASB10",1.17
"ASB11",1.1
"ASB12",1.08
"ASB13",1.32
"ASB14",1.1
"ASB15",1.11
"ASB16",1.31
"ASB16-AS1",1.3
"ASB17",1.09
"ASB18",1.23
"ASB2",1.27
"ASB3",1.16
"ASB4",1.17
"ASB5",1.11
"ASB6",1.52
"ASB7",1.19
"ASB8",1.21
"ASB9",1.1
"ASB9P1",1.17
"ASCC1",1.2
"ASCC2",1.23
"ASCC3",1.14
"ASCL1",1.49
"ASCL2",1.28
"ASCL3",1.18
"ASCL4",1.18
"ASCL5",1.52
"ASF1A",1.16
"ASF1B",1.25
"ASGR1",1.2
"ASGR2",1.18
"ASH1L",1.25
"ASH1L-AS1",1.44
"ASH2L",1.14
"ASIC1",1.21
"ASIC2",1.11
"ASIC3",1.19
"ASIC4",1.29
"ASIC5",1.11
"ASIP",1.3
"ASL",1.32
"ASMT",1.1
"ASMTL",1.16
"ASMTL-AS1",1.13
"ASNA1",1.4
"ASNS",1.16
"ASNSD1",1.02
"ASPA",1.14
"ASPDH",1.23
"ASPG",1.32
"ASPH",1.17
"ASPHD1",1.3
"ASPHD2",1.15
"ASPM",1.25
"ASPN",1.21
"ASPRV1",1.28
"ASPSCR1",1.25
"ASRGL1",1.27
"ASS1",1.25
"ASTE1",1.18
"ASTL",1.21
"ASTN1",1.24
"ASTN2",1.09
"ASTN2-AS1",1.07
"ASXL1",1.22
"ASXL2",1.24
"ASXL3",1.1
"ASZ1",1.11
"ATAD1",1.17
"ATAD2",1.52
"ATAD2B",1.21
"ATAD3A",1.27
"ATAD3B",1.22
"ATAD3C",1.14
"ATAD5",1.11
"ATAT1",1.13
"ATCAY",1.16
"ATE1",1.16
"ATE1-AS1",1.23
"ATF1",1.27
"ATF2",1.15
"ATF3",1.15
"ATF4",1.69
"ATF5",1.22
"ATF6",1.16
"ATF6B",1.23
"ATF7",1.26
"ATF7IP",1.13
"ATF7IP2",1.23
"ATG10",1.15
"ATG101",1.33
"ATG12",1.11
"ATG13",1.24
"ATG14",1.24
"ATG16L1",1.27
"ATG16L2",1.31
"ATG2A",1.22
"ATG2B",1.18
"ATG3",1.15
"ATG4A",1.16
"ATG4B",1.31
"ATG4C",1.08
"ATG4D",1.29
"ATG5",1.16
"ATG7",1.28
"ATG9A",1.17
"ATG9B",1.19
"ATIC",1.16
"ATL1",1.22
"ATL2",1.16
"ATL3",1.26
"ATM",1.12
"ATMIN",1.37
"ATN1",1.28
"ATOH1",1.3
"ATOH7",1.22
"ATOH8",1.22
"ATOX1",1.25
"ATP10A",1.11
"ATP10B",1.15
"ATP10D",1.09
"ATP11A",1.16
"ATP11A-AS1",1.18
"ATP11AUN",1.19
"ATP11B",1.21
"ATP11C",1.15
"ATP12A",1.2
"ATP13A1",1.28
"ATP13A2",1.16
"ATP13A3",1.23
"ATP13A4",1.26
"ATP13A4-AS1",1.25
"ATP13A5",1.24
"ATP13A5-AS1",1.31
"ATP1A1",1.47
"ATP1A1-AS1",1.35
"ATP1A2",1.15
"ATP1A3",1.17
"ATP1A4",1.21
"ATP1B1",1.31
"ATP1B2",1.12
"ATP1B3",1.21
"ATP1B4",1.16
"ATP23",1.15
"ATP2A1",1.33
"ATP2A1-AS1",1.51
"ATP2A2",1.2
"ATP2A3",1.17
"ATP2B1",1.19
"ATP2B1-AS1",1.18
"ATP2B2",1.34
"ATP2B2-IT2",1
"ATP2B3",1.14
"ATP2B4",1.38
"ATP2C1",1.19
"ATP2C2",1.4
"ATP4A",1.24
"ATP4B",1.26
"ATP5A1",1.17
"ATP5B",1.31
"ATP5C1",1.21
"ATP5D",1.4
"ATP5E",1.22
"ATP5EP2",1.33
"ATP5F1",1.14
"ATP5G1",1.19
"ATP5G2",1.21
"ATP5G3",1.23
"ATP5H",1.16
"ATP5I",1.07
"ATP5J",1.15
"ATP5J2",1.4
"ATP5J2-PTCD1",1.33
"ATP5L",1.26
"ATP5L2",1.24
"ATP5O",1.21
"ATP5S",1.16
"ATP5SL",1.2
"ATP6AP1",1.16
"ATP6AP1L",1.15
"ATP6AP2",1.09
"ATP6V0A1",1.16
"ATP6V0A2",1.17
"ATP6V0A4",1.17
"ATP6V0B",1.24
"ATP6V0C",1.21
"ATP6V0CP3",0.97
"ATP6V0D1",1.33
"ATP6V0D2",1.14
"ATP6V0E1",1.22
"ATP6V0E2",1.2
"ATP6V0E2-AS1",1.27
"ATP6V1A",1.2
"ATP6V1B1",1.19
"ATP6V1B1-AS1",1.16
"ATP6V1B2",1.12
"ATP6V1C1",1.24
"ATP6V1C2",1.27
"ATP6V1D",1.32
"ATP6V1E1",1.16
"ATP6V1E2",1.18
"ATP6V1F",1.24
"ATP6V1G1",1.38
"ATP6V1G2",1.14
"ATP6V1G2-DDX39B",1.16
"ATP6V1G3",1.28
"ATP6V1H",1.18
"ATP7A",1.1
"ATP7B",1.15
"ATP8A1",1.11
"ATP8A2",1.17
"ATP8B1",1.1
"ATP8B2",1.35
"ATP8B3",1.15
"ATP8B4",1.34
"ATP8B5P",1.14
"ATP9A",1.54
"ATP9B",1.07
"ATPAF1",1.22
"ATPAF2",1.22
"ATPIF1",1.32
"ATR",1.15
"ATRAID",1.25
"ATRIP",1.18
"ATRN",1.13
"ATRNL1",1.13
"ATRX",1.11
"ATXN1",1.18
"ATXN10",1.18
"ATXN1L",1.38
"ATXN2",1.21
"ATXN2L",1.29
"ATXN3",1.19
"ATXN3L",1.09
"ATXN7",1.67
"ATXN7L1",1.31
"ATXN7L2",1.42
"ATXN7L3",1.15
"ATXN7L3B",1.48
"ATXN8OS",1.1
"AUH",1.18
"AUNIP",1.2
"AUP1",1.32
"AURKA",1.25
"AURKAIP1",1.37
"AURKAPS1",1.27
"AURKB",1.15
"AURKC",1.11
"AUTS2",1.17
"AVEN",1.11
"AVIL",1.27
"AVL9",1.32
"AVP",1.01
"AVPI1",1.27
"AVPR1A",1.12
"AVPR1B",1.33
"AVPR2",1.19
"AWAT1",1.08
"AWAT2",1.07
"AXDND1",1.26
"AXIN1",1.37
"AXIN2",1.27
"AXL",1.17
"AZGP1",1.23
"AZGP1P1",1.26
"AZI2",1.17
"AZIN1",1.33
"AZIN1-AS1",1.29
"AZIN2",1.2
"AZU1",1.22
"B2M",1.09
"B3GALNT1",1.3
"B3GALNT2",1.14
"B3GALT1",1.16
"B3GALT2",1.16
"B3GALT4",1.58
"B3GALT5",1.36
"B3GALT5-AS1",1.39
"B3GALT6",1.1
"B3GAT1",1.1
"B3GAT2",1.16
"B3GAT3",1.24
"B3GLCT",1.16
"B3GNT2",1.23
"B3GNT3",1.28
"B3GNT4",1.43
"B3GNT5",1.24
"B3GNT6",1.36
"B3GNT7",1.35
"B3GNT8",1.21
"B3GNT9",1.46
"B3GNTL1",1.23
"B4GALNT1",1.27
"B4GALNT2",1.24
"B4GALNT3",1.21
"B4GALNT4",1.17
"B4GALT1",1.2
"B4GALT1-AS1",1.11
"B4GALT2",1.28
"B4GALT3",1.15
"B4GALT4",1.23
"B4GALT4-AS1",1.2
"B4GALT5",1.25
"B4GALT6",1.13
"B4GALT7",1.27
"B4GAT1",1.19
"B9D1",1.25
"B9D2",1.19
"BAALC",1.28
"BAALC-AS1",1.27
"BAALC-AS2",1.27
"BAAT",1.17
"BABAM1",1.18
"BACE1",1.24
"BACE1-AS",1.37
"BACE2",1.3
"BACH1",1.16
"BACH1-IT2",1.06
"BACH2",1.15
"BAD",1.27
"BAG1",1.23
"BAG2",1.18
"BAG3",1.29
"BAG4",1.14
"BAG5",1.37
"BAG6",1.15
"BAGE",1.66
"BAGE2",1.56
"BAHCC1",1.25
"BAHD1",1.24
"BAIAP2",1.26
"BAIAP2-AS1",1.17
"BAIAP2L1",1.25
"BAIAP2L2",1.21
"BAIAP3",1.25
"BAK1",1.22
"BAMBI",1.61
"BANCR",1.13
"BANF1",1.28
"BANF2",1.23
"BANK1",1.12
"BANP",1.42
"BAP1",1.15
"BARD1",1.14
"BARHL1",1.19
"BARHL2",1.12
"BARX1",1.26
"BARX1-AS1",1.61
"BARX2",1.11
"BASP1",1.19
"BASP1P1",1.14
"BATF",1.26
"BATF2",1.15
"BATF3",1.1
"BAX",1.29
"BAZ1A",1.23
"BAZ1B",1.21
"BAZ2A",1.3
"BAZ2B",1.16
"BBC3",1.3
"BBIP1",1.19
"BBOF1",1.23
"BBOX1",1.13
"BBOX1-AS1",1.16
"BBS1",1.3
"BBS10",1.28
"BBS12",1.05
"BBS2",1.12
"BBS4",1.21
"BBS5",1.15
"BBS7",1.12
"BBS9",1.25
"BBX",1.17
"BCAM",1.21
"BCAN",1.27
"BCAP29",1.24
"BCAP31",1.13
"BCAR1",1.6
"BCAR3",1.13
"BCAR4",1.2
"BCAS1",1.85
"BCAS2",1.77
"BCAS3",1.61
"BCAS4",1.53
"BCAT1",1.13
"BCAT2",1.23
"BCCIP",1.22
"BCDIN3D",1.3
"BCDIN3D-AS1",1.3
"BCHE",1.24
"BCKDHA",1.18
"BCKDHB",1.14
"BCKDK",1.2
"BCL10",1.29
"BCL11A",1.17
"BCL11B",1.25
"BCL2",1.07
"BCL2A1",1.17
"BCL2L1",1.3
"BCL2L10",1.38
"BCL2L11",1.24
"BCL2L12",1.19
"BCL2L13",1.15
"BCL2L14",1.15
"BCL2L15",1.78
"BCL2L2",1.31
"BCL2L2-PABPN1",1.29
"BCL3",1.26
"BCL6",1.26
"BCL6B",1.16
"BCL7A",1.29
"BCL7B",1.24
"BCL7C",1.22
"BCL9",1.34
"BCL9L",1.35
"BCLAF1",1.22
"BCO1",1.38
"BCO2",1.11
"BCOR",1.19
"BCORL1",1.19
"BCR",1.21
"BCRP2",1.25
"BCRP3",1.27
"BCS1L",1.38
"BCYRN1",2.08
"BDH1",1.34
"BDH2",1.14
"BDKRB1",1.29
"BDKRB2",1.26
"BDNF",1.14
"BDNF-AS",1.15
"BDP1",1.15
"BEAN1",1.12
"BEAN1-AS1",1.12
"BECN1",1.18
"BECN2",1.23
"BEGAIN",1.3
"BEND2",1.11
"BEND3",1.19
"BEND3P3",1.25
"BEND4",1.12
"BEND5",1.14
"BEND6",1.16
"BEND7",1.22
"BEST1",1.3
"BEST2",1.28
"BEST3",1.2
"BEST4",1.15
"BET1",1.17
"BET1L",1.19
"BEX1",1.16
"BEX2",1.19
"BEX3",1.22
"BEX4",1.33
"BEX5",1.25
"BFAR",1.21
"BFSP1",1.25
"BFSP2",1.22
"BFSP2-AS1",1.25
"BGLAP",1.55
"BGLT3",0.92
"BGN",1.17
"BHLHA15",1.11
"BHLHA9",1.1
"BHLHB9",1.17
"BHLHE22",1.06
"BHLHE23",0.95
"BHLHE40",1.57
"BHLHE40-AS1",1.33
"BHLHE41",1.25
"BHMG1",1.19
"BHMT",1.2
"BHMT2",1.2
"BICC1",1.13
"BICD1",1.15
"BICD2",1.3
"BICDL1",1.21
"BICDL2",1.34
"BID",1.17
"BIK",1.32
"BIN1",1.24
"BIN2",1.28
"BIN3",1.16
"BIN3-IT1",1.15
"BIRC2",1.18
"BIRC3",1.13
"BIRC5",1.29
"BIRC6",1.2
"BIRC6-AS2",1.2
"BIRC7",1.18
"BIRC8",1.16
"BISPR",1.17
"BIVM",1.12
"BIVM-ERCC5",1.11
"BLACAT1",1.38
"BLACE",1.21
"BLCAP",1.19
"BLID",1.1
"BLK",1.15
"BLM",1.27
"BLMH",1.12
"BLNK",1.16
"BLOC1S1",1.27
"BLOC1S1-RDH5",1.3
"BLOC1S2",1.23
"BLOC1S3",1.2
"BLOC1S4",1.04
"BLOC1S5",1.2
"BLOC1S5-TXNDC5",1.19
"BLOC1S6",1.11
"BLVRA",1.31
"BLVRB",1.21
"BLZF1",1.19
"BMF",1.25
"BMI1",1.11
"BMP1",1.16
"BMP10",1.13
"BMP15",1.07
"BMP2",1.16
"BMP2K",1.14
"BMP3",1.13
"BMP4",1.13
"BMP5",1.11
"BMP6",1.17
"BMP7",2.35
"BMP7-AS1",2.65
"BMP8A",1.31
"BMP8B",1.26
"BMPER",1.31
"BMPR1A",1.19
"BMPR1B",1.16
"BMPR1B-AS1",1.21
"BMPR2",1.17
"BMS1",1.27
"BMS1P17",1.42
"BMS1P20",1.16
"BMS1P21",1.24
"BMS1P22",1.49
"BMS1P4",1.21
"BMS1P5",1.28
"BMS1P6",1.34
"BMT2",1.24
"BMX",1.09
"BNC1",1.19
"BNC2",1.1
"BNIP1",1.29
"BNIP2",1.13
"BNIP3",1.24
"BNIP3L",1.27
"BNIPL",1.44
"BOC",1.25
"BOD1",1.25
"BOD1L1",1.13
"BOD1L2",1.02
"BOK",1.33
"BOK-AS1",1.26
"BOLA1",1.17
"BOLA2",1.94
"BOLA2-SMG1P6",1.88
"BOLA3",1.16
"BOLA3-AS1",1.11
"BOLL",1.22
"BOP1",1.28
"BORA",1.1
"BORCS5",1.17
"BORCS6",1
"BORCS7",1.23
"BORCS7-ASMT",1.2
"BORCS8",1.25
"BORCS8-MEF2B",1.24
"BPESC1",1.2
"BPGM",1.18
"BPHL",1.21
"BPI",1.17
"BPIFA1",1.19
"BPIFA2",1.19
"BPIFA3",1.17
"BPIFA4P",1.18
"BPIFB1",1.2
"BPIFB2",1.25
"BPIFB3",1.16
"BPIFB4",1.21
"BPIFB6",1.15
"BPIFC",1.13
"BPNT1",1.17
"BPTF",1.25
"BRAF",1.17
"BRAP",1.27
"BRAT1",1.31
"BRCA1",1.17
"BRCA2",1.14
"BRCAT107",1.15
"BRCAT54",1.12
"BRCC3",1.11
"BRD1",1.25
"BRD2",1.28
"BRD3",1.18
"BRD4",1.22
"BRD7",1.14
"BRD7P3",1.19
"BRD8",1.2
"BRD9",1.24
"BRDT",1.14
"BRDTP1",1.07
"BRE",1.2
"BRE-AS1",1.32
"BREA2",1.21
"BRF1",1.34
"BRF2",1.09
"BRI3",1.31
"BRI3BP",1.22
"BRICD5",1.23
"BRINP1",1.15
"BRINP2",1.25
"BRINP3",1.18
"BRIP1",1.71
"BRIX1",1.08
"BRK1",1.26
"BRMS1",1.17
"BRMS1L",1.21
"BROX",1.18
"BRPF1",1.39
"BRPF3",1.26
"BRS3",1.19
"BRSK1",1.22
"BRSK2",1.14
"BRWD1",1.29
"BRWD1-AS1",1.53
"BRWD1-IT2",1.47
"BRWD3",1.1
"BSCL2",1.37
"BSDC1",1.21
"BSG",1.21
"BSN",1.2
"BSN-AS2",1.21
"BSND",1.24
"BSPH1",1.09
"BSPRY",1.24
"BST1",1.07
"BST2",1.21
"BSX",1.12
"BTAF1",1.13
"BTBD1",1.22
"BTBD10",1.16
"BTBD11",1.21
"BTBD16",1.14
"BTBD17",1.25
"BTBD18",1.13
"BTBD19",1.27
"BTBD2",1.15
"BTBD3",1.21
"BTBD6",0.99
"BTBD7",1.21
"BTBD8",1.09
"BTBD9",1.17
"BTBD9-AS1",0.93
"BTC",1.12
"BTD",1.28
"BTF3",1.19
"BTF3L4",1.22
"BTF3P11",1.34
"BTG1",1.39
"BTG2",1.45
"BTG3",1.11
"BTG4",1.11
"BTK",1.16
"BTLA",1.1
"BTN1A1",1.13
"BTN2A1",1.19
"BTN2A2",1.09
"BTN2A3P",1.21
"BTN3A1",1.16
"BTN3A2",1.17
"BTN3A3",1.15
"BTNL10",1.24
"BTNL2",1.16
"BTNL3",1.22
"BTNL8",1.24
"BTNL9",1.21
"BTRC",1.16
"BUB1",1.14
"BUB1B",1.17
"BUB1B-PAK6",1.24
"BUB3",1.24
"BUD13",1.11
"BUD31",1.33
"BVES",1.18
"BVES-AS1",1.16
"BYSL",1.25
"BZW1",1.32
"BZW2",1.17
"C10ORF10",1.41
"C10ORF105",1.23
"C10ORF107",1.13
"C10ORF11",1.16
"C10ORF111",1.45
"C10ORF113",1.19
"C10ORF120",1.14
"C10ORF126",1.22
"C10ORF128",1.2
"C10ORF131",1.14
"C10ORF142",1.52
"C10ORF25",1.34
"C10ORF35",1.15
"C10ORF53",1.17
"C10ORF55",1.24
"C10ORF62",0.97
"C10ORF67",1.18
"C10ORF71",1.13
"C10ORF71-AS1",1.24
"C10ORF76",1.19
"C10ORF82",1.18
"C10ORF88",1.14
"C10ORF90",1.15
"C10ORF91",1.42
"C10ORF95",1.32
"C10ORF99",1.17
"C11ORF1",1.09
"C11ORF16",1.13
"C11ORF21",1.14
"C11ORF24",1.36
"C11ORF40",1.1
"C11ORF42",1.15
"C11ORF44",1.09
"C11ORF45",1.17
"C11ORF49",1.26
"C11ORF52",1.16
"C11ORF53",1.1
"C11ORF54",1.12
"C11ORF57",1.15
"C11ORF58",1.21
"C11ORF63",1.12
"C11ORF65",1.13
"C11ORF68",1.21
"C11ORF70",1.09
"C11ORF71",1.08
"C11ORF72",1.56
"C11ORF74",1.16
"C11ORF80",1.3
"C11ORF84",1.36
"C11ORF86",1.52
"C11ORF87",1.01
"C11ORF88",1.13
"C11ORF91",1.19
"C11ORF94",1.31
"C11ORF95",1.26
"C11ORF96",1.16
"C11ORF97",1.11
"C11ORF98",1.29
"C12ORF10",1.36
"C12ORF29",1.14
"C12ORF4",1.17
"C12ORF40",1.17
"C12ORF42",1.17
"C12ORF43",1.22
"C12ORF45",1.22
"C12ORF49",1.21
"C12ORF50",1.2
"C12ORF54",1.18
"C12ORF56",1.21
"C12ORF57",1.35
"C12ORF60",1.1
"C12ORF65",1.27
"C12ORF66",1.27
"C12ORF71",0.95
"C12ORF73",1.4
"C12ORF74",1.22
"C12ORF75",1.21
"C12ORF76",1.18
"C12ORF77",1.15
"C12ORF80",1.35
"C14ORF1",1.36
"C14ORF105",1.15
"C14ORF119",1.42
"C14ORF132",1.29
"C14ORF159",1.28
"C14ORF166",1.12
"C14ORF177",1.26
"C14ORF178",1.23
"C14ORF180",1.2
"C14ORF2",1.26
"C14ORF28",1.06
"C14ORF37",1.24
"C14ORF39",1.14
"C14ORF79",1.41
"C14ORF80",1.19
"C14ORF93",1.3
"C15ORF32",1.23
"C15ORF38-AP3S2",1.3
"C15ORF39",1.47
"C15ORF40",1.27
"C15ORF41",1.1
"C15ORF48",1.08
"C15ORF52",1.2
"C15ORF53",1.26
"C15ORF54",1.2
"C15ORF56",1.19
"C15ORF57",1.23
"C15ORF59",1.28
"C15ORF59-AS1",1.32
"C15ORF61",1.27
"C15ORF62",1.13
"C15ORF65",1.27
"C16ORF45",1.14
"C16ORF46",1.36
"C16ORF47",1.35
"C16ORF52",1.2
"C16ORF54",1.31
"C16ORF58",1.28
"C16ORF59",1.21
"C16ORF62",1.27
"C16ORF70",1.14
"C16ORF71",1.2
"C16ORF72",1.33
"C16ORF74",1.48
"C16ORF78",1.14
"C16ORF82",1.47
"C16ORF86",1.06
"C16ORF87",1.13
"C16ORF89",1.22
"C16ORF90",1.11
"C16ORF91",1.63
"C16ORF92",1.63
"C16ORF95",1.36
"C16ORF96",1.22
"C16ORF97",1.07
"C17ORF100",1.35
"C17ORF102",1.08
"C17ORF105",1.18
"C17ORF107",1.19
"C17ORF112",1.17
"C17ORF47",1.19
"C17ORF49",1.1
"C17ORF50",1.13
"C17ORF51",1.16
"C17ORF53",1.25
"C17ORF58",1.31
"C17ORF62",1.31
"C17ORF64",2.02
"C17ORF67",1.26
"C17ORF74",1.23
"C17ORF75",1.16
"C17ORF77",1.15
"C17ORF78",1.12
"C17ORF80",1.23
"C17ORF82",1.55
"C17ORF97",0.98
"C17ORF98",1.13
"C17ORF99",1.18
"C18ORF21",1.21
"C18ORF25",1.16
"C18ORF32",1.07
"C18ORF54",1.05
"C18ORF61",1.3
"C18ORF63",1.04
"C18ORF65",1.07
"C18ORF8",1.21
"C19ORF12",1.2
"C19ORF18",1.14
"C19ORF24",1.22
"C19ORF25",1.19
"C19ORF33",1.05
"C19ORF35",1.21
"C19ORF38",1.17
"C19ORF43",1.43
"C19ORF44",1.29
"C19ORF45",1.15
"C19ORF47",1.15
"C19ORF48",1.52
"C19ORF53",1.3
"C19ORF54",1.27
"C19ORF57",1.2
"C19ORF60",1.17
"C19ORF66",1.25
"C19ORF67",1.4
"C19ORF68",1.25
"C19ORF70",1.26
"C19ORF71",1.22
"C19ORF73",0.85
"C19ORF81",1.2
"C19ORF84",1.04
"C1D",1.11
"C1GALT1",1.17
"C1GALT1C1",1.19
"C1GALT1C1L",1.27
"C1ORF100",1.16
"C1ORF101",1.15
"C1ORF105",1.33
"C1ORF106",1.42
"C1ORF109",1.15
"C1ORF112",1.25
"C1ORF115",1.27
"C1ORF116",1.31
"C1ORF122",1.64
"C1ORF123",1.09
"C1ORF127",1.16
"C1ORF131",1.13
"C1ORF132",1.13
"C1ORF137",1.31
"C1ORF140",1.05
"C1ORF141",1.16
"C1ORF145",1.27
"C1ORF146",1.09
"C1ORF158",1.11
"C1ORF159",1.19
"C1ORF162",1.38
"C1ORF167",1.18
"C1ORF168",1.15
"C1ORF174",1.15
"C1ORF185",1.16
"C1ORF186",1.32
"C1ORF189",1.24
"C1ORF194",1.54
"C1ORF195",1.16
"C1ORF198",1.2
"C1ORF204",1.21
"C1ORF21",1.26
"C1ORF210",1.31
"C1ORF216",1.28
"C1ORF220",1.19
"C1ORF226",1.19
"C1ORF228",1.21
"C1ORF229",1
"C1ORF234",1.17
"C1ORF27",1.21
"C1ORF35",1.4
"C1ORF43",1.29
"C1ORF50",1.28
"C1ORF52",1.14
"C1ORF53",1.42
"C1ORF54",1.37
"C1ORF56",1.82
"C1ORF61",1.24
"C1ORF64",1.17
"C1ORF68",1.47
"C1ORF74",1.17
"C1ORF87",1.14
"C1ORF94",1.19
"C1QA",1.29
"C1QB",1.18
"C1QBP",1.16
"C1QC",1.18
"C1QL1",1.19
"C1QL2",1.12
"C1QL3",1.16
"C1QL4",1.22
"C1QTNF1",1.27
"C1QTNF1-AS1",1.26
"C1QTNF2",1.23
"C1QTNF3",1.14
"C1QTNF3-AMACR",1.16
"C1QTNF4",1.2
"C1QTNF5",1.27
"C1QTNF6",1.5
"C1QTNF7",1.1
"C1QTNF8",1.13
"C1QTNF9",1.24
"C1QTNF9B",1.23
"C1QTNF9B-AS1",1.13
"C1R",1.14
"C1RL",1.13
"C1RL-AS1",1.22
"C1S",1.19
"C2",1.21
"C2-AS1",1.17
"C20ORF141",1.36
"C20ORF144",1.1
"C20ORF166-AS1",1.29
"C20ORF173",1.29
"C20ORF194",1.16
"C20ORF196",1.15
"C20ORF197",1.25
"C20ORF202",1.18
"C20ORF203",1.23
"C20ORF24",1.14
"C20ORF27",1.27
"C20ORF78",1.23
"C20ORF85",1.4
"C20ORF96",1.09
"C21ORF140",1.2
"C21ORF2",1.47
"C21ORF33",1.34
"C21ORF58",1.35
"C21ORF59",1.18
"C21ORF62",1.15
"C21ORF62-AS1",1.2
"C21ORF91",1.14
"C21ORF91-OT1",1.11
"C22ORF15",1.39
"C22ORF23",1.27
"C22ORF24",1.18
"C22ORF29",1.26
"C22ORF31",1.2
"C22ORF34",1.22
"C22ORF39",1.22
"C22ORF42",1.16
"C22ORF46",1.19
"C2CD2",1.29
"C2CD2L",1.25
"C2CD3",1.22
"C2CD4A",1.18
"C2CD4B",1.17
"C2CD4C",1.11
"C2CD4D",1.52
"C2CD5",1.13
"C2ORF15",1.21
"C2ORF16",1.12
"C2ORF27A",1.15
"C2ORF27B",1.19
"C2ORF40",1.17
"C2ORF42",1.18
"C2ORF48",1.3
"C2ORF49",1.21
"C2ORF50",1.28
"C2ORF54",1.37
"C2ORF61",1.16
"C2ORF66",1.1
"C2ORF68",1.25
"C2ORF69",1.14
"C2ORF70",1.32
"C2ORF71",1.21
"C2ORF72",1.24
"C2ORF73",1.12
"C2ORF74",1.16
"C2ORF76",1.14
"C2ORF78",1.73
"C2ORF80",1.13
"C2ORF81",1.18
"C2ORF82",1.21
"C2ORF83",1.25
"C2ORF88",1.17
"C2ORF91",1.17
"C3",1.12
"C3AR1",1.14
"C3ORF14",1.42
"C3ORF18",1.09
"C3ORF20",1.28
"C3ORF22",1.27
"C3ORF30",1.12
"C3ORF33",1.27
"C3ORF35",1.19
"C3ORF36",1.38
"C3ORF38",1.15
"C3ORF49",1.56
"C3ORF52",1.23
"C3ORF56",1.21
"C3ORF58",1.09
"C3ORF62",1.19
"C3ORF67",1.13
"C3ORF67-AS1",1.12
"C3ORF70",1.22
"C3ORF79",1.2
"C3ORF80",1.07
"C3ORF84",1.24
"C3P1",1.2
"C4A",1.2
"C4B",1.2
"C4BPA",1.26
"C4BPB",1.21
"C4ORF17",1.14
"C4ORF19",1.13
"C4ORF22",1.12
"C4ORF26",1.23
"C4ORF3",1.16
"C4ORF32",1.2
"C4ORF33",1.13
"C4ORF36",1.16
"C4ORF45",1.16
"C4ORF46",1.21
"C4ORF47",1.11
"C4ORF48",1.01
"C4ORF51",1.15
"C5",1.14
"C5AR1",1.24
"C5AR2",1.24
"C5ORF15",1.18
"C5ORF17",1.14
"C5ORF22",1.15
"C5ORF24",1.3
"C5ORF30",1.15
"C5ORF34",1.19
"C5ORF38",1.16
"C5ORF42",1.1
"C5ORF46",1.14
"C5ORF47",1.25
"C5ORF49",1.19
"C5ORF51",1.13
"C5ORF52",1.17
"C5ORF56",1.2
"C5ORF58",1.34
"C5ORF60",1.51
"C5ORF63",1.17
"C5ORF64",1.16
"C5ORF64-AS1",1.22
"C5ORF66",1.2
"C5ORF66-AS1",1.21
"C5ORF66-AS2",1.26
"C5ORF67",1.17
"C6",1.14
"C6ORF1",1.25
"C6ORF10",1.15
"C6ORF106",1.26
"C6ORF118",1.13
"C6ORF120",1.25
"C6ORF132",1.26
"C6ORF136",1.17
"C6ORF141",1.35
"C6ORF15",1.04
"C6ORF163",1.14
"C6ORF201",1.15
"C6ORF203",1.23
"C6ORF222",1.21
"C6ORF223",1.25
"C6ORF226",1.51
"C6ORF229",0.92
"C6ORF47",0.98
"C6ORF48",1.22
"C6ORF52",1.13
"C6ORF58",1.08
"C6ORF62",1.26
"C6ORF89",1.2
"C6ORF99",1.13
"C7",1.13
"C7ORF13",1.29
"C7ORF25",1.32
"C7ORF26",1.25
"C7ORF31",1.15
"C7ORF33",1.16
"C7ORF34",1.28
"C7ORF43",1.35
"C7ORF49",1.17
"C7ORF50",1.31
"C7ORF55-LUC7L2",1.17
"C7ORF57",1.23
"C7ORF61",1.25
"C7ORF62",1.05
"C7ORF65",1.23
