"gene","top1cc_density"
"RHOD",1.53
"RHOF",1.29
"RHOG",1.15
"RHOH",1.13
"RHOJ",1.19
"RHOQ",1.12
"RHOT1",1.13
"RHOT2",1.2
"RHOU",1.19
"RHOV",1.51
"RHOXF1",1.04
"RHOXF1-AS1",1.22
"RHOXF1P1",1.16
"RHOXF2",1.2
"RHPN1",1.2
"RHPN1-AS1",1.22
"RHPN2",1.37
"RIBC1",1.16
"RIBC2",1.21
"RIC1",1.13
"RIC3",1.11
"RIC8A",1.15
"RIC8B",1.16
"RICTOR",1.14
"RIDA",1.14
"RIF1",1.19
"RIIAD1",1.44
"RILP",1.25
"RILPL1",1.24
"RILPL2",1.21
"RIMBP2",1.2
"RIMBP3",1.41
"RIMBP3B",1.35
"RIMBP3C",1.34
"RIMKLA",1.15
"RIMKLB",1.15
"RIMS1",1.11
"RIMS2",1.19
"RIMS3",1.2
"RIMS4",1.28
"RIN1",1.3
"RIN2",1.25
"RIN3",1.25
"RING1",1.17
"RINL",1.16
"RINT1",1.26
"RIOK1",1.2
"RIOK2",1.1
"RIOK3",1.2
"RIOX1",1.46
"RIOX2",1.18
"RIPK1",1.24
"RIPK2",1.16
"RIPK3",1.33
"RIPK4",1.46
"RIPPLY1",1.19
"RIPPLY2",1.18
"RIPPLY3",1.22
"RIT1",1.17
"RIT2",1.08
"RITA1",1.29
"RLBP1",1.22
"RLF",1.2
"RLIM",1.11
"RLN1",1.15
"RLN2",1.13
"RLN3",1.25
"RMDN1",1.2
"RMDN2",1.2
"RMDN2-AS1",1.19
"RMDN3",1.2
"RMI1",1.2
"RMI2",1.33
"RMND1",1.22
"RMND5A",1.19
"RMND5B",1.52
"RMRP",0.98
"RMST",1.17
"RN7SK",1.47
"RN7SL1",0.92
"RN7SL2",1.35
"RN7SL832P",1.3
"RNA18S5",27.63
"RNA28S5",2.94
"RNA45S5",11.21
"RNA5-8S5",11.4
"RNA5S1",1.87
"RNA5S10",1.99
"RNA5S11",2.3
"RNA5S12",6.77
"RNA5S15",1.52
"RNA5S2",1.79
"RNA5S4",1.65
"RNA5S5",6.5
"RNA5S7",1.3
"RNA5S9",2.26
"RNASE1",1.34
"RNASE10",1.61
"RNASE11",1.17
"RNASE12",1.83
"RNASE13",0.99
"RNASE2",1.17
"RNASE3",1.06
"RNASE4",1.23
"RNASE6",1.39
"RNASE7",1.27
"RNASE8",1.27
"RNASE9",1.28
"RNASEH1",1.3
"RNASEH1-AS1",1.32
"RNASEH2A",1.23
"RNASEH2B",1.12
"RNASEH2B-AS1",1.11
"RNASEH2C",1.42
"RNASEK",1.18
"RNASEK-C17ORF49",1.11
"RNASEL",1.21
"RNASET2",1.1
"RND1",1.24
"RND2",1.11
"RND3",1.31
"RNF10",1.22
"RNF103",1.22
"RNF103-CHMP3",1.18
"RNF11",1.22
"RNF111",1.12
"RNF112",1.14
"RNF113A",1.58
"RNF113B",1.2
"RNF114",1.24
"RNF115",1.4
"RNF121",1.23
"RNF122",1.13
"RNF123",1.28
"RNF125",1.15
"RNF126",1.19
"RNF126P1",1.53
"RNF128",1.13
"RNF13",1.22
"RNF130",1.25
"RNF133",0.99
"RNF135",1.14
"RNF138",1.18
"RNF138P1",1.24
"RNF139",1.47
"RNF139-AS1",1.43
"RNF14",1.15
"RNF141",1.12
"RNF144A",1.2
"RNF144A-AS1",1.14
"RNF144B",1.19
"RNF145",1.12
"RNF146",1.16
"RNF148",1.36
"RNF149",1.21
"RNF150",1.14
"RNF151",1.08
"RNF152",1.05
"RNF157",1.2
"RNF157-AS1",1.25
"RNF165",1.16
"RNF166",1.41
"RNF167",1.23
"RNF168",1.35
"RNF169",1.22
"RNF17",1.15
"RNF170",1.12
"RNF175",1.13
"RNF180",1.13
"RNF181",1.21
"RNF182",1.16
"RNF183",1.03
"RNF185",1.18
"RNF186",1.15
"RNF187",1.13
"RNF19A",1.17
"RNF19B",1.22
"RNF2",1.26
"RNF20",1.22
"RNF207",1.16
"RNF208",1.11
"RNF212",1.17
"RNF212B",1.25
"RNF213",1.22
"RNF214",1.14
"RNF215",1.27
"RNF216",1.27
"RNF216-IT1",1.27
"RNF216P1",1.27
"RNF217",1.14
"RNF217-AS1",1.08
"RNF219",1.09
"RNF219-AS1",1.09
"RNF220",1.2
"RNF222",1.2
"RNF223",1.37
"RNF224",1.19
"RNF225",1.23
"RNF24",1.15
"RNF25",1.33
"RNF26",1.09
"RNF31",1.35
"RNF32",1.21
"RNF34",1.25
"RNF38",1.12
"RNF39",1.25
"RNF4",1.12
"RNF40",1.24
"RNF41",1.25
"RNF43",1.22
"RNF44",1.39
"RNF5",1.05
"RNF5P1",1.19
"RNF6",1.15
"RNF7",1.26
"RNF8",1.2
"RNFT1",1.94
"RNFT2",1.2
"RNGTT",1.15
"RNH1",1.15
"RNLS",1.14
"RNMT",1.2
"RNPC3",1.06
"RNPEP",1.21
"RNPEPL1",1.23
"RNPS1",1.31
"RNR1",0.59
"RNR2",0.53
"RNU1-1",3.18
"RNU105B",1.44
"RNU105C",1.48
"RNU11",1.54
"RNU12",1.79
"RNU2-1",3.53
"RNU4-1",2.91
"RNU4-2",3.58
"RNU4ATAC",1.93
"RNU5A-1",2.4
"RNU5B-1",1.77
"RNU5D-1",1.77
"RNU5E-1",1.25
"RNU5F-1",2.13
"RNU6-1",1
"RNU6ATAC",1.51
"RNU7-1",0.98
"RNVU1-1",1.46
"RNVU1-14",2.93
"RNVU1-15",1.17
"RNVU1-17",1.02
"RNVU1-19",1.9
"RNVU1-20",1.09
"RNVU1-3",1.9
"RNVU1-4",1.1
"RNVU1-6",2.95
"RNVU1-7",4.45
"RNVU1-8",1.82
"RNY1",1.61
"RNY3",0.66
"RNY4",1.46
"RNY5",0.8
"ROBO1",1.12
"ROBO2",1.12
"ROBO3",1.14
"ROBO4",1.1
"ROCK1",1.16
"ROCK1P1",1.45
"ROCK2",1.19
"ROGDI",1.16
"ROM1",1.32
"ROMO1",1.3
"ROPN1",1.26
"ROPN1B",1.27
"ROPN1L",1.29
"ROPN1L-AS1",1.71
"ROR1",1.15
"ROR1-AS1",1.17
"ROR2",1.21
"RORA",1.11
"RORA-AS1",1.12
"RORA-AS2",1.1
"RORB",1.1
"RORB-AS1",1.14
"RORC",1.46
"ROS1",1.12
"RP1",1.12
"RP1L1",1.12
"RP2",1.12
"RP9",1.3
"RP9P",1.41
"RPA1",1.12
"RPA2",1.3
"RPA3",1.19
"RPA4",1.26
"RPAIN",1.15
"RPAP1",1.18
"RPAP2",1.09
"RPAP3",1.17
"RPARP-AS1",1.19
"RPE",1.16
"RPE65",1.1
"RPEL1",1.27
"RPF1",1.18
"RPF2",1.2
"RPGR",1.09
"RPGRIP1",1.29
"RPGRIP1L",1.1
"RPH3A",1.19
"RPH3AL",1.13
"RPIA",1.21
"RPL10",1.46
"RPL10A",1.71
"RPL10L",1.03
"RPL11",1.29
"RPL12",1.56
"RPL13",2.26
"RPL13A",1.58
"RPL13AP17",1.2
"RPL13AP20",1.56
"RPL13AP3",1.37
"RPL13AP5",1.13
"RPL13AP6",1.15
"RPL13P5",1.18
"RPL14",1.29
"RPL15",1.52
"RPL17",1.15
"RPL17-C18ORF32",1.11
"RPL18",1.28
"RPL18A",1.54
"RPL19",1.23
"RPL19P12",1.26
"RPL21",0.86
"RPL21P28",1.21
"RPL21P44",0.93
"RPL22",1.11
"RPL22L1",1.44
"RPL23",1.31
"RPL23A",1.44
"RPL23AP32",1.42
"RPL23AP53",1.16
"RPL23AP64",1.33
"RPL23AP7",1.3
"RPL23AP82",1.29
"RPL23AP87",1.59
"RPL23P8",1.11
"RPL24",1.36
"RPL26",1.17
"RPL26L1",1.2
"RPL27",1.15
"RPL27A",1.26
"RPL28",1.31
"RPL29",1.22
"RPL29P2",1.2
"RPL3",1.49
"RPL30",1.26
"RPL31",1.47
"RPL31P11",1.2
"RPL32",1.52
"RPL32P3",1.3
"RPL34",1.32
"RPL34-AS1",1.13
"RPL35",1.41
"RPL35A",1.5
"RPL36",1.16
"RPL36A",1.41
"RPL36A-HNRNPH2",1.33
"RPL36AL",1.41
"RPL37",1.24
"RPL37A",1.26
"RPL38",1.19
"RPL39",1.34
"RPL39L",1.26
"RPL3L",1.15
"RPL4",1.39
"RPL41",1.73
"RPL5",1.19
"RPL6",1.33
"RPL7",1.35
"RPL7A",1.1
"RPL7L1",1.27
"RPL8",1.33
"RPL9",1.18
"RPLP0",1.71
"RPLP0P2",1.31
"RPLP1",1.34
"RPLP2",1.25
"RPN1",1.27
"RPN2",1.22
"RPP14",1.18
"RPP21",1.12
"RPP25",1.31
"RPP25L",1.17
"RPP30",1.19
"RPP38",1.24
"RPP40",1.18
"RPPH1",1.42
"RPRD1A",1.18
"RPRD1B",1.23
"RPRD2",1.43
"RPRM",1.21
"RPRML",1.07
"RPS10",1.37
"RPS10-NUDT3",1.27
"RPS10P7",1.63
"RPS11",1.4
"RPS12",1.19
"RPS13",1.29
"RPS14",1.27
"RPS14P3",1.47
"RPS15",1.51
"RPS15A",1.34
"RPS15AP10",1.13
"RPS16",1.38
"RPS16P5",1.18
"RPS17",1.39
"RPS18",1.31
"RPS18P9",1.39
"RPS19",1.35
"RPS19BP1",1.37
"RPS2",1.5
"RPS20",1.29
"RPS21",1.03
"RPS23",1.43
"RPS24",1.23
"RPS25",1.34
"RPS26",1.14
"RPS26P11",1.3
"RPS27",1.56
"RPS27A",1.33
"RPS27L",1.1
"RPS28",1.16
"RPS29",1.34
"RPS2P32",1.1
"RPS3",1.61
"RPS3A",1.27
"RPS4X",1.11
"RPS5",1.46
"RPS6",1.09
"RPS6KA1",1.19
"RPS6KA2",1.07
"RPS6KA2-AS1",0.97
"RPS6KA2-IT1",1.05
"RPS6KA3",1.13
"RPS6KA4",1.4
"RPS6KA5",1.2
"RPS6KA6",1.07
"RPS6KB1",1.97
"RPS6KB2",1.51
"RPS6KC1",1.11
"RPS6KL1",1.26
"RPS7",1.29
"RPS7P5",1.26
"RPS8",1.26
"RPS9",1.19
"RPSA",1.4
"RPSAP52",1.17
"RPSAP58",1.17
"RPSAP9",1.17
"RPTN",1.37
"RPTOR",1.19
"RPUSD1",1.29
"RPUSD2",1.3
"RPUSD3",1.21
"RPUSD4",1.08
"RRAD",1.21
"RRAGA",1.19
"RRAGB",1.09
"RRAGC",1.17
"RRAGD",1.17
"RRAS",1.46
"RRAS2",1.16
"RRBP1",1.28
"RREB1",1.22
"RRH",1.11
"RRM1",1.17
"RRM2",1.39
"RRM2B",1.23
"RRN3",1.22
"RRN3P1",1.26
"RRN3P2",1.27
"RRN3P3",1.22
"RRNAD1",1.39
"RRP1",1.34
"RRP12",1.25
"RRP15",1.24
"RRP1B",1.24
"RRP36",1.19
"RRP7A",1.4
"RRP7BP",1.3
"RRP8",1.12
"RRP9",1.11
"RRS1",1.41
"RRS1-AS1",1.19
"RS1",1.13
"RSAD1",1.24
"RSAD2",1.23
"RSBN1",1.4
"RSBN1L",1.18
"RSC1A1",1.09
"RSF1",1.24
"RSG1",1.16
"RSL1D1",1.26
"RSL24D1",1.15
"RSPH1",1.31
"RSPH10B",1.4
"RSPH14",1.15
"RSPH3",1.14
"RSPH4A",1.17
"RSPH6A",1.24
"RSPH9",1.28
"RSPO1",1.24
"RSPO2",1.2
"RSPO3",1.11
"RSPO4",1.12
"RSPRY1",1.15
"RSRC1",1.19
"RSRC2",1.24
"RSRP1",1.27
"RSU1",1.19
"RSU1P2",1.19
"RTBDN",1.26
"RTCA",1.14
"RTCA-AS1",0.97
"RTCB",1.19
"RTEL1",1.25
"RTEL1-TNFRSF6B",1.26
"RTF1",1.2
"RTFDC1",1.34
"RTKN",1.23
"RTKN2",1.16
"RTL1",1.22
"RTN1",1.17
"RTN2",1.22
"RTN3",1.29
"RTN4",1.16
"RTN4IP1",1.21
"RTN4R",1.12
"RTN4RL1",1.17
"RTN4RL2",1.14
"RTP1",1.21
"RTP2",1.44
"RTP3",1.19
"RTP4",1.21
"RTP5",1.34
"RTTN",1.05
"RUBCN",1.31
"RUBCNL",1.26
"RUFY1",1.3
"RUFY2",1.19
"RUFY3",1.11
"RUFY4",1.18
"RUNDC1",1.2
"RUNDC3A",1.24
"RUNDC3A-AS1",1.17
"RUNDC3B",1.18
"RUNX1",1.23
"RUNX1-IT1",1.15
"RUNX1T1",1.15
"RUNX2",1.17
"RUNX3",1.23
"RUSC1",1.34
"RUSC1-AS1",1.43
"RUSC2",1.15
"RUVBL1",1.28
"RUVBL1-AS1",1.58
"RUVBL2",1.26
"RWDD1",1.12
"RWDD2A",1.13
"RWDD2B",1.16
"RWDD3",1.1
"RWDD4",1.15
"RXFP1",1.16
"RXFP2",1.14
"RXFP3",1.17
"RXFP4",1.39
"RXRA",1.19
"RXRB",1.19
"RXRG",1.16
"RYBP",1.19
"RYK",1.22
"RYR1",1.19
"RYR2",1.14
"RYR3",1.1
"S100A1",1.18
"S100A10",1.58
"S100A11",1.7
"S100A12",1.41
"S100A13",1.43
"S100A14",1.21
"S100A16",1.47
"S100A2",1.28
"S100A3",1.35
"S100A4",1.29
"S100A5",1.27
"S100A6",1.37
"S100A7",1.23
"S100A7A",1.2
"S100A7L2",1.22
"S100A8",1.37
"S100A9",1.19
"S100B",1.14
"S100G",1.13
"S100P",1.31
"S100PBP",1.23
"S100Z",1.14
"S1PR1",1.12
"S1PR2",1.28
"S1PR3",1.26
"S1PR4",1.02
"S1PR5",1.18
"SAA1",1.28
"SAA2",1.15
"SAA2-SAA4",1.2
"SAA3P",1.26
"SAA4",1.26
"SAAL1",1.2
"SAC3D1",1.3
"SACM1L",1.15
"SACS",1.17
"SACS-AS1",1.14
"SAE1",1.22
"SAFB",1.19
"SAFB2",1.16
"SAG",1.29
"SAGE1",1.15
"SALL1",1.08
"SALL2",1.29
"SALL3",1.05
"SALL4",1.51
"SALRNA1",1.1
"SALRNA2",1.16
"SALRNA3",1.3
"SAMD1",1.07
"SAMD10",1.44
"SAMD11",1.19
"SAMD12",1.17
"SAMD12-AS1",1.16
"SAMD13",1.15
"SAMD14",1.29
"SAMD15",1.26
"SAMD3",1.15
"SAMD4A",1.25
"SAMD4B",1.2
"SAMD5",1.16
"SAMD7",1.25
"SAMD8",1.19
"SAMD9",1.11
"SAMD9L",1.17
"SAMHD1",1.19
"SAMM50",1.17
"SAMMSON",1.15
"SAMSN1",1.13
"SAMSN1-AS1",1.14
"SAP130",1.2
"SAP18",1.34
"SAP25",1.49
"SAP30",1.09
"SAP30BP",1.31
"SAP30L",1.2
"SAP30L-AS1",1.2
"SAPCD1",1.28
"SAPCD1-AS1",1.39
"SAPCD2",1.17
"SAR1A",1.23
"SAR1B",1.25
"SARAF",1.14
"SARDH",1.18
"SARM1",1.27
"SARNP",1.19
"SARS",1.36
"SARS2",1.21
"SART1",1.27
"SART3",1.25
"SASH1",1.17
"SASH3",1.18
"SASS6",1.12
"SAT1",1.37
"SAT2",1.21
"SATB1",1.16
"SATB1-AS1",1.18
"SATB2",1.13
"SATB2-AS1",1.14
"SATL1",1.09
"SAV1",1.22
"SAXO1",1.11
"SAXO2",1.17
"SAYSD1",1.16
"SBDS",1.34
"SBDSP1",1.22
"SBF1",1.29
"SBF1P1",1.17
"SBF2",1.13
"SBF2-AS1",1.15
"SBK1",1.35
"SBK2",1.1
"SBK3",1.15
"SBNO1",1.22
"SBNO2",1.18
"SBSN",1.18
"SBSPON",1.2
"SC5D",1.07
"SCAF1",1.21
"SCAF11",1.18
"SCAF4",1.16
"SCAF8",1.2
"SCAI",1.19
"SCAMP1",1.17
"SCAMP1-AS1",1.23
"SCAMP2",1.33
"SCAMP3",1.36
"SCAMP4",1.23
"SCAMP5",1.34
"SCAND1",1.25
"SCAND2P",1.38
"SCAP",1.24
"SCAPER",1.2
"SCARA3",1.16
"SCARA5",1.13
"SCARB1",1.28
"SCARB2",1.22
"SCARF1",1.12
"SCARF2",1.17
"SCARNA1",0.9
"SCARNA10",1.43
"SCARNA11",1.23
"SCARNA12",1.15
"SCARNA13",1.38
"SCARNA14",1.7
"SCARNA15",1.23
"SCARNA16",0.74
"SCARNA17",1.5
"SCARNA18",1
"SCARNA18B",1.88
"SCARNA2",1.47
"SCARNA20",1.46
"SCARNA21",1.21
"SCARNA22",1.33
"SCARNA23",1.07
"SCARNA26A",1.6
"SCARNA26B",1.24
"SCARNA27",1.64
"SCARNA28",1.31
"SCARNA3",1.44
"SCARNA4",1.29
"SCARNA5",0.91
"SCARNA6",0.83
"SCARNA7",0.76
"SCARNA8",1.39
"SCARNA9",1.14
"SCARNA9L",1.27
"SCART1",1.15
"SCCPDH",1.19
"SCD",1.26
"SCD5",1.18
"SCEL",1.09
"SCEL-AS1",1.05
"SCFD1",1.2
"SCFD2",1.11
"SCG2",1.12
"SCG3",1.28
"SCG5",1.16
"SCGB1A1",1.11
"SCGB1B2P",1.17
"SCGB1C1",1.01
"SCGB1C2",0.97
"SCGB1D1",1.18
"SCGB1D2",1.31
"SCGB1D4",1.38
"SCGB2A1",1.16
"SCGB2A2",1.15
"SCGB2B2",1.12
"SCGB2B3P",0.73
"SCGB3A1",1.17
"SCGB3A2",1.16
"SCGN",1.16
"SCHIP1",1.19
"SCHLAP1",1.11
"SCIMP",1.12
"SCIN",1.13
"SCLT1",1.14
"SCLY",1.21
"SCMH1",1.18
"SCML1",1.05
"SCML2",1.11
"SCML4",1.17
"SCN10A",1.15
"SCN11A",1.13
"SCN1A",1.1
"SCN1B",1.2
"SCN2A",1.12
"SCN2B",1.16
"SCN3A",1.13
"SCN3B",1.11
"SCN4A",1.24
"SCN4B",1.23
"SCN5A",1.18
"SCN7A",1.08
"SCN8A",1.22
"SCN9A",1.12
"SCNM1",1.38
"SCNN1A",1.27
"SCNN1B",1.36
"SCNN1D",1.17
"SCNN1G",1.28
"SCO1",1.23
"SCO2",1.29
"SCOC",1.15
"SCOC-AS1",1.18
"SCP2",1.19
"SCP2D1",1.29
"SCPEP1",1.27
"SCRG1",1.14
"SCRIB",1.29
"SCRN1",1.19
"SCRN2",1.26
"SCRN3",1.23
"SCRT1",1.21
"SCRT2",1.15
"SCT",1.06
"SCTR",1.17
"SCUBE1",1.2
"SCUBE2",1.12
"SCUBE3",1.28
"SCX",1.29
"SCYL1",1.34
"SCYL2",1.2
"SCYL3",1.26
"SDAD1",1.18
"SDAD1P1",1.1
"SDC1",1.35
"SDC2",1.17
"SDC3",1.2
"SDC4",1.42
"SDC4P",1.39
"SDCBP",1.11
"SDCBP2",1.13
"SDCBP2-AS1",1.13
"SDCCAG3",1.25
"SDCCAG8",1.14
"SDE2",1.21
"SDF2",1.2
"SDF2L1",1.15
"SDF4",1.22
"SDHA",1.21
"SDHAF1",1.17
"SDHAF2",1.29
"SDHAF3",1.16
"SDHAF4",1.15
"SDHAP1",1.52
"SDHAP2",1.35
"SDHAP3",1.26
"SDHB",1.17
"SDHC",1.17
"SDHD",1.07
"SDK1",1.21
"SDK2",1.21
"SDPR",1.15
"SDR16C5",1.15
"SDR16C6P",1.13
"SDR39U1",1.39
"SDR42E1",1.25
"SDR9C7",1.21
"SDS",1.17
"SDSL",1.18
"SEBOX",1.15
"SEC11A",1.33
"SEC11C",1.06
"SEC13",1.38
"SEC14L1",1.21
"SEC14L1P1",1.11
"SEC14L2",1.22
"SEC14L3",1.18
"SEC14L4",1.21
"SEC14L5",1.16
"SEC14L6",1.19
"SEC16A",1.22
"SEC16B",1.25
"SEC1P",1.19
"SEC22A",1.21
"SEC22B",1.36
"SEC22C",1.19
"SEC23A",1.19
"SEC23B",1.25
"SEC23IP",1.17
"SEC24A",1.2
"SEC24B",1.16
"SEC24B-AS1",1.15
"SEC24C",1.2
"SEC24D",1.13
"SEC31A",1.21
"SEC31B",1.15
"SEC61A1",1.35
"SEC61A2",1.19
"SEC61B",1.16
"SEC61G",1.24
"SEC62",1.33
"SEC63",1.19
"SECISBP2",1.22
"SECISBP2L",1.15
"SECTM1",1.26
"SEH1L",1.17
"SEL1L",1.19
"SEL1L2",1.18
"SEL1L3",1.11
"SELE",1.32
"SELENBP1",1.51
"SELENOF",1.11
"SELENOH",1.13
"SELENOI",1.22
"SELENOK",1.1
"SELENOM",1.28
"SELENON",1.18
"SELENOO",1.22
"SELENOP",1.05
"SELENOS",1.32
"SELENOT",1.3
"SELENOV",1.25
"SELENOW",1.21
"SELL",1.23
"SELP",1.27
"SELPLG",1.23
"SEM1",1.15
"SEMA3A",1.18
"SEMA3B",1.12
"SEMA3B-AS1",1.19
"SEMA3C",1.23
"SEMA3D",1.15
"SEMA3E",1.15
"SEMA3F",1.27
"SEMA3F-AS1",1.24
"SEMA3G",1.14
"SEMA4A",1.28
"SEMA4B",1.38
"SEMA4C",1.32
"SEMA4D",1.26
"SEMA4F",1.1
"SEMA4G",1.28
"SEMA5A",1.19
"SEMA5A-AS1",1.18
"SEMA5B",1.27
"SEMA6A",1.18
"SEMA6A-AS1",1.17
"SEMA6B",1.16
"SEMA6C",1.51
"SEMA6D",1.09
"SEMA7A",1.28
"SEMG1",1.18
"SEMG2",1.32
"SENCR",1.12
"SENP1",1.16
"SENP2",1.25
"SENP3",1.1
"SENP3-EIF4A1",1.18
"SENP5",1.3
"SENP6",1.19
"SENP7",1.2
"SENP8",1.24
"SEPHS1",1.26
"SEPHS2",1.56
"SEPSECS",1.09
"SEPSECS-AS1",1.14
"SEPT4-AS1",1.24
"SEPT5-GP1BB",1.22
"SEPT7-AS1",1.19
"SEPT7P2",1.24
"SEPT7P9",1.15
"SERAC1",1.11
"SERBP1",1.25
"SERF1A",1.24
"SERF1B",1.24
"SERF2",1.13
"SERF2-C15ORF63",1.18
"SERGEF",1.16
"SERHL",1.44
"SERHL2",1.44
"SERINC1",1.14
"SERINC2",1.24
"SERINC3",1.23
"SERINC4",1.19
"SERINC5",1.2
"SERP1",1.48
"SERP2",1.17
"SERPINA1",1.23
"SERPINA10",1.24
"SERPINA11",1.13
"SERPINA12",1.25
"SERPINA13P",1.2
"SERPINA2",1.24
"SERPINA3",1.22
"SERPINA4",1.25
"SERPINA5",1.32
"SERPINA6",1.24
"SERPINA7",1.05
"SERPINA9",1.25
"SERPINB1",1.15
"SERPINB10",1.03
"SERPINB11",1.04
"SERPINB12",1.07
"SERPINB13",1.03
"SERPINB2",1.06
"SERPINB3",0.99
"SERPINB4",0.98
"SERPINB5",1.06
"SERPINB6",1.2
"SERPINB7",1.06
"SERPINB8",1.05
"SERPINB9",1.21
"SERPINB9P1",1.18
"SERPINC1",1.29
"SERPIND1",1.15
"SERPINE1",1.2
"SERPINE2",1.2
"SERPINE3",1.13
"SERPINF1",1.21
"SERPINF2",1.2
"SERPING1",1.11
"SERPINH1",1.48
"SERPINI1",1.28
"SERPINI2",1.16
"SERTAD1",1.36
"SERTAD2",1.2
"SERTAD3",1.18
"SERTAD4",1.09
"SERTAD4-AS1",1.16
"SERTM1",1.14
"SESN1",1.14
"SESN2",1.2
"SESN3",1.07
"SESTD1",1.14
"SET",1.2
"SETBP1",1.12
"SETD1A",1.28
"SETD1B",1.3
"SETD2",1.19
"SETD3",1.23
"SETD4",1.23
"SETD5",1.28
"SETD6",1.23
"SETD7",1.21
"SETD9",1
"SETDB1",1.46
"SETDB2",1.1
"SETDB2-PHF11",1.1
"SETMAR",1.26
"SETSIP",1.12
"SETX",1.16
"SEZ6",1.26
"SEZ6L",1.17
"SEZ6L2",1.27
"SF1",1.34
"SF3A1",1.23
"SF3A2",1.19
"SF3A3",1.21
"SF3B1",1.2
"SF3B2",1.26
"SF3B3",1.51
"SF3B4",1.52
"SF3B5",1.42
"SF3B6",1.21
"SFI1",1.21
"SFMBT1",1.13
"SFMBT2",1.23
"SFN",1.35
"SFPQ",1.36
"SFR1",1.26
"SFRP1",1.1
"SFRP2",1.12
"SFRP4",1.11
"SFRP5",1.19
"SFSWAP",1.24
"SFT2D1",1.08
"SFT2D2",1.18
"SFT2D3",1.22
"SFTA1P",1.17
"SFTA2",1.13
"SFTA3",1.16
"SFTPA1",1.27
"SFTPA2",1.22
"SFTPB",1.19
"SFTPC",1.22
"SFTPD",1.2
"SFXN1",1.25
"SFXN2",1.27
"SFXN3",1.36
"SFXN4",1.21
"SFXN5",1.19
"SGCA",1.29
"SGCB",1.07
"SGCD",1.13
"SGCE",1.17
"SGCG",1.14
"SGCZ",1.08
"SGF29",1.31
"SGIP1",1.15
"SGK1",1.16
"SGK2",1.27
"SGK3",1.2
"SGK494",1.33
"SGMS1",1.15
"SGMS1-AS1",1.09
"SGMS2",1.19
"SGO1",1.2
"SGO1-AS1",1.27
"SGO2",1.15
"SGPL1",1.19
"SGPP1",1.21
"SGPP2",1.2
"SGSH",1.25
"SGSM1",1.2
"SGSM2",1.17
"SGSM3",1.22
"SGTA",1.14
"SGTB",1.18
"SH2B1",1.32
"SH2B2",1.31
"SH2B3",1.25
"SH2D1A",1.13
"SH2D1B",1.22
"SH2D2A",1.4
"SH2D3A",1.14
"SH2D3C",1.27
"SH2D4A",1.13
"SH2D4B",1.15
"SH2D5",1.27
"SH2D6",1.32
"SH2D7",1.2
"SH3BGR",1.3
"SH3BGRL",1.1
"SH3BGRL2",1.18
"SH3BGRL3",1.61
"SH3BP1",1.31
"SH3BP2",1.21
"SH3BP4",1.26
"SH3BP5",1.38
"SH3BP5-AS1",1.4
"SH3BP5L",1.19
"SH3D19",1.18
"SH3D21",1.28
"SH3GL1",1.28
"SH3GL1P1",1.23
"SH3GL1P2",1.2
"SH3GL2",1.11
"SH3GL3",1.21
"SH3GLB1",1.08
"SH3GLB2",1.23
"SH3KBP1",1.12
"SH3PXD2A",1.22
"SH3PXD2A-AS1",1.19
"SH3PXD2B",1.26
"SH3RF1",1.17
"SH3RF2",1.18
"SH3RF3",1.21
"SH3RF3-AS1",1.12
"SH3TC1",1.15
"SH3TC2",1.17
"SH3YL1",1.25
"SHANK1",1.22
"SHANK2",1.23
"SHANK2-AS1",1.11
"SHANK2-AS3",1.2
"SHANK3",1.2
"SHARPIN",1.29
"SHB",1.19
"SHBG",1.15
"SHC1",1.36
"SHC2",1.11
"SHC3",1.18
"SHC4",1.12
"SHCBP1",1.13
"SHCBP1L",1.25
"SHD",1.12
"SHE",1.24
"SHF",1.19
"SHH",1.25
"SHISA2",1.2
"SHISA3",1.09
"SHISA4",1.14
"SHISA5",1.25
"SHISA6",1.14
"SHISA7",1.18
"SHISA8",1.22
"SHISA9",1.15
"SHKBP1",1.19
"SHMT1",1.28
"SHMT2",1.22
"SHOC2",1.15
"SHOX",1.13
"SHOX2",1.28
"SHPK",1.16
"SHPRH",1.11
"SHQ1",1.14
"SHROOM1",1.22
"SHROOM2",1.15
"SHROOM3",1.16
"SHROOM4",1.08
"SHTN1",1.16
"SI",1.17
"SIAE",1.13
"SIAH1",1.15
"SIAH2",1.35
"SIAH3",1.18
"SIDT1",1.25
"SIDT2",1.19
"SIGIRR",1.24
"SIGLEC1",1.13
"SIGLEC10",1.21
"SIGLEC11",1.34
"SIGLEC12",1.17
"SIGLEC14",1.17
"SIGLEC15",1.13
"SIGLEC16",1.27
"SIGLEC17P",1.12
"SIGLEC5",1.13
"SIGLEC6",1.19
"SIGLEC7",1.17
"SIGLEC8",1.24
"SIGLEC9",1.27
"SIGLECL1",1.21
"SIGMAR1",1.12
"SIK1",1.32
"SIK2",1.1
"SIK3",1.12
"SIKE1",1.84
"SIL1",1.2
"SIM1",1.14
"SIM2",1.24
"SIMC1",1.25
"SIN3A",1.28
"SIN3B",1.25
"SIPA1",1.17
"SIPA1L1",1.19
"SIPA1L2",1.16
"SIPA1L3",1.21
"SIRPA",1.13
"SIRPB1",1.06
"SIRPB2",1.14
"SIRPD",1.15
"SIRPG",1.11
"SIRPG-AS1",1.11
"SIRT1",1.2
"SIRT2",1.21
