"gene","dsb_density"
"ARPP19",121.01
"ARPP21",17.88
"ARR3",22.185
"ARRB1",177.67
"ARRB2",22.27
"ARRDC1",103.87
"ARRDC1-AS1",76.33
"ARRDC2",63.02
"ARRDC3",37.2
"ARRDC3-AS1",37.855
"ARRDC4",56.2
"ARRDC5",30.615
"ARSA",60.68
"ARSB",28.785
"ARSD",63.515
"ARSD-AS1",89.88
"ARSE",25.09
"ARSF",14.165
"ARSG",64.185
"ARSH",21.36
"ARSI",53.47
"ARSJ",43.245
"ARSK",38.65
"ART1",25.42
"ART3",28.385
"ART4",21.15
"ART5",35.695
"ARTN",41.57
"ARV1",47.7
"ARVCF",41.78
"ARX",40.105
"AS-PTPRE",46.345
"AS3MT",41.985
"ASAH1",48.585
"ASAH2",24.9
"ASAH2B",48.39
"ASAP1",46.705
"ASAP1-IT1",92.925
"ASAP1-IT2",13.56
"ASAP2",63.22
"ASAP3",39.64
"ASB1",81.975
"ASB10",55.665
"ASB11",27.2
"ASB12",21.12
"ASB13",112.89
"ASB14",15.665
"ASB15",20.485
"ASB16",68.31
"ASB16-AS1",65.93
"ASB17",12.065
"ASB18",45.53
"ASB2",42.765
"ASB3",39.615
"ASB4",29.57
"ASB5",24.03
"ASB6",151.505
"ASB7",38.775
"ASB8",36.17
"ASB9",21.88
"ASB9P1",84.39
"ASCC1",35.535
"ASCC2",66.05
"ASCC3",28.995
"ASCL1",18.975
"ASCL2",0
"ASCL3",4.94
"ASCL4",11.935
"ASCL5",56.96
"ASF1A",72.3
"ASF1B",76.385
"ASGR1",17.78
"ASGR2",20.13
"ASH1L",66.67
"ASH1L-AS1",111.9
"ASH2L",35.5
"ASIC1",62.695
"ASIC2",14.25
"ASIC3",55.02
"ASIC4",67.315
"ASIC5",11.155
"ASIP",60.87
"ASL",82.445
"ASMT",19.985
"ASMTL",66.325
"ASMTL-AS1",88.165
"ASNA1",65.24
"ASNS",62.765
"ASNSD1",40.59
"ASPA",13.975
"ASPDH",105.645
"ASPG",70.525
"ASPH",64.395
"ASPHD1",83.175
"ASPHD2",34.66
"ASPM",69.32
"ASPN",64.17
"ASPRV1",37.73
"ASPSCR1",66.96
"ASRGL1",44.185
"ASS1",78.12
"ASTE1",42.055
"ASTL",46.59
"ASTN1",28.265
"ASTN2",17.6
"ASTN2-AS1",13.17
"ASXL1",67.435
"ASXL2",53.57
"ASXL3",21.015
"ASZ1",18.615
"ATAD1",39.26
"ATAD2",222.995
"ATAD2B",55.255
"ATAD3A",56.735
"ATAD3B",36.795
"ATAD3C",37.105
"ATAD5",38.41
"ATAT1",15.225
"ATCAY",29.875
"ATE1",44.47
"ATE1-AS1",31.21
"ATF1",54.865
"ATF2",22.97
"ATF3",37.375
"ATF4",204.395
"ATF5",96.98
"ATF6",36.13
"ATF6B",23.145
"ATF7",46.69
"ATF7IP",52.315
"ATF7IP2",73.35
"ATG10",31.27
"ATG101",202.76
"ATG12",53.98
"ATG13",53.925
"ATG14",54.57
"ATG16L1",55.125
"ATG16L2",85.825
"ATG2A",111.835
"ATG2B",44.715
"ATG3",50.785
"ATG4A",42.43
"ATG4B",66.175
"ATG4C",31.91
"ATG4D",37.045
"ATG5",40.09
"ATG7",62.87
"ATG9A",57.905
"ATG9B",61.93
"ATIC",120.415
"ATL1",39.555
"ATL2",44.84
"ATL3",61.59
"ATM",24.87
"ATMIN",92.345
"ATN1",142.37
"ATOH1",77.015
"ATOH7",71.76
"ATOH8",64.465
"ATOX1",54.945
"ATP10A",24.655
"ATP10B",21.3
"ATP10D",15.15
"ATP11A",46.065
"ATP11A-AS1",41.06
"ATP11AUN",23.25
"ATP11B",44.975
"ATP11C",29.41
"ATP12A",39.945
"ATP13A1",101.845
"ATP13A2",38.815
"ATP13A3",91.97
"ATP13A4",37.485
"ATP13A4-AS1",57.335
"ATP13A5",18.97
"ATP13A5-AS1",18.69
"ATP1A1",214.67
"ATP1A1-AS1",163.88
"ATP1A2",35.225
"ATP1A3",54.97
"ATP1A4",27.715
"ATP1B1",81.96
"ATP1B2",56.14
"ATP1B3",60.195
"ATP1B4",23.245
"ATP23",27.745
"ATP2A1",69.185
"ATP2A1-AS1",113.515
"ATP2A2",71.435
"ATP2A3",61.205
"ATP2B1",50.565
"ATP2B1-AS1",413.12
"ATP2B2",60.875
"ATP2B2-IT2",34.025
"ATP2B3",37.17
"ATP2B4",74.87
"ATP2C1",41.695
"ATP2C2",115.55
"ATP4A",66.67
"ATP4B",37.52
"ATP5A1",59.385
"ATP5B",172.92
"ATP5C1",70.74
"ATP5D",88.25
"ATP5E",125.205
"ATP5EP2",149.365
"ATP5F1",81.24
"ATP5G1",87.99
"ATP5G2",125.39
"ATP5G3",114.275
"ATP5H",84.195
"ATP5I",43.42
"ATP5J",36.42
"ATP5J2",51.04
"ATP5J2-PTCD1",80.515
"ATP5L",110.07
"ATP5L2",34.445
"ATP5O",65.815
"ATP5S",96.225
"ATP5SL",82.565
"ATP6AP1",96.81
"ATP6AP1L",31.985
"ATP6AP2",27.705
"ATP6V0A1",39.015
"ATP6V0A2",53.64
"ATP6V0A4",31.15
"ATP6V0B",74.945
"ATP6V0C",58.475
"ATP6V0CP3",44.45
"ATP6V0D1",68.84
"ATP6V0D2",25.115
"ATP6V0E1",67.175
"ATP6V0E2",52.77
"ATP6V0E2-AS1",35.265
"ATP6V1A",52.005
"ATP6V1B1",37.69
"ATP6V1B1-AS1",49.585
"ATP6V1B2",28.935
"ATP6V1C1",55.06
"ATP6V1C2",39.9
"ATP6V1D",39.44
"ATP6V1E1",40.235
"ATP6V1E2",36.345
"ATP6V1F",89.465
"ATP6V1G1",120.43
"ATP6V1G2",56.47
"ATP6V1G2-DDX39B",126.965
"ATP6V1G3",24.585
"ATP6V1H",38.02
"ATP7A",28.505
"ATP7B",26.27
"ATP8A1",19.2
"ATP8A2",24.76
"ATP8B1",26.68
"ATP8B2",93.075
"ATP8B3",46.915
"ATP8B4",57.9
"ATP8B5P",23.375
"ATP9A",118.22
"ATP9B",16.31
"ATPAF1",53.015
"ATPAF2",52.99
"ATPIF1",40.435
"ATR",46.285
"ATRAID",94.88
"ATRIP",68.995
"ATRN",32.19
"ATRNL1",23.085
"ATRX",37.645
"ATXN1",58.68
"ATXN10",51.485
"ATXN1L",204.505
"ATXN2",84.085
"ATXN2L",476.005
"ATXN3",41.45
"ATXN3L",62.59
"ATXN7",270.305
"ATXN7L1",62.86
"ATXN7L2",129.19
"ATXN7L3",55.985
"ATXN7L3B",162.735
"ATXN8OS",9.21
"AUH",36.865
"AUNIP",35.68
"AUP1",92.18
"AURKA",86.905
"AURKAIP1",143.695
"AURKAPS1",53.38
"AURKB",49.51
"AURKC",12.01
"AUTS2",26.345
"AVEN",19.235
"AVIL",71.485
"AVL9",115.82
"AVP",12.7
"AVPI1",71.55
"AVPR1A",16.215
"AVPR1B",72.155
"AVPR2",29.59
"AWAT1",27.425
"AWAT2",14.48
"AXDND1",45.015
"AXIN1",106.72
"AXIN2",68.47
"AXL",33.945
"AZGP1",63.605
"AZGP1P1",62.575
"AZI2",33.615
"AZIN1",82.19
"AZIN1-AS1",59.325
"AZIN2",56.025
"AZU1",19.3
"B2M",32.685
"B3GALNT1",86.23
"B3GALNT2",57.165
"B3GALT1",19.305
"B3GALT2",97.055
"B3GALT4",32.33
"B3GALT5",53.995
"B3GALT5-AS1",64.345
"B3GALT6",58.375
"B3GAT1",31.75
"B3GAT2",19.105
"B3GAT3",123.065
"B3GLCT",24.94
"B3GNT2",45.795
"B3GNT3",73.675
"B3GNT4",67.17
"B3GNT5",48.58
"B3GNT6",103.68
"B3GNT7",78.52
"B3GNT8",195.055
"B3GNT9",19.01
"B3GNTL1",49.065
"B4GALNT1",81.59
"B4GALNT2",44.175
"B4GALNT3",38.605
"B4GALNT4",66.38
"B4GALT1",98.345
"B4GALT1-AS1",43.685
"B4GALT2",97.975
"B4GALT3",102.575
"B4GALT4",48.6
"B4GALT4-AS1",39.83
"B4GALT5",57.03
"B4GALT6",33.885
"B4GALT7",71.725
"B4GAT1",152.675
"B9D1",55.8
"B9D2",83.955
"BAALC",38.315
"BAALC-AS1",41.375
"BAALC-AS2",58.29
"BAAT",22.155
"BABAM1",25.065
"BACE1",35.64
"BACE1-AS",0
"BACE2",75.955
"BACH1",47.525
"BACH1-IT2",18.22
"BACH2",24.215
"BAD",91.45
"BAG1",84.675
"BAG2",31.575
"BAG3",82.59
"BAG4",46.86
"BAG5",85.48
"BAG6",31.82
"BAGE",172.325
"BAGE2",142.84
"BAHCC1",56.345
"BAHD1",58.37
"BAIAP2",79.125
"BAIAP2-AS1",58.46
"BAIAP2L1",100.44
"BAIAP2L2",48.495
"BAIAP3",56.62
"BAK1",59.715
"BAMBI",110.05
"BANCR",28.765
"BANF1",144.285
"BANF2",31.6
"BANK1",24.425
"BANP",74.955
"BAP1",71.96
"BARD1",42.58
"BARHL1",56.815
"BARHL2",25.965
"BARX1",66.235
"BARX1-AS1",38.73
"BARX2",26.43
"BASP1",55.41
"BASP1P1",47.3
"BATF",73.285
"BATF2",46.735
"BATF3",16.08
"BAX",133.43
"BAZ1A",61.05
"BAZ1B",60.43
"BAZ2A",149.125
"BAZ2B",37.3
"BBC3",96.36
"BBIP1",67.405
"BBOF1",41.565
"BBOX1",21.61
"BBOX1-AS1",28.185
"BBS1",74.915
"BBS10",62.08
"BBS12",26.775
"BBS2",34.395
"BBS4",44.29
"BBS5",41.07
"BBS7",37.34
"BBS9",40.67
"BBX",39.945
"BCAM",50.705
"BCAN",78.9
"BCAP29",44.175
"BCAP31",63.03
"BCAR1",150.675
"BCAR3",37.74
"BCAR4",30.045
"BCAS1",406.98
"BCAS2",176.355
"BCAS3",350.83
"BCAS4",305.38
"BCAT1",21.69
"BCAT2",78.675
"BCCIP",63.305
"BCDIN3D",91.925
"BCDIN3D-AS1",86.07
"BCHE",36.345
"BCKDHA",66.165
"BCKDHB",24.13
"BCKDK",90.98
"BCL10",90.83
"BCL11A",24.215
"BCL11B",65.98
"BCL2",11.42
"BCL2A1",26.245
"BCL2L1",75.04
"BCL2L10",46.11
"BCL2L11",53.99
"BCL2L12",81.05
"BCL2L13",39.745
"BCL2L14",40.65
"BCL2L15",180.65
"BCL2L2",296.185
"BCL2L2-PABPN1",188.23
"BCL3",64.885
"BCL6",75.815
"BCL6B",32.82
"BCL7A",66.5
"BCL7B",37.075
"BCL7C",43.02
"BCL9",89.455
"BCL9L",198.07
"BCLAF1",78.66
"BCO1",74.335
"BCO2",20.085
"BCOR",45.19
"BCORL1",35.54
"BCR",45.005
"BCRP2",35.36
"BCRP3",61.24
"BCS1L",115.305
"BCYRN1",682.65
"BDH1",73.64
"BDH2",33.085
"BDKRB1",57.105
"BDKRB2",56.56
"BDNF",20.085
"BDNF-AS",22.325
"BDP1",25.28
"BEAN1",23.955
"BEAN1-AS1",24.585
"BECN1",48.035
"BECN2",126.145
"BEGAIN",87.6
"BEND2",17.87
"BEND3",44.805
"BEND3P3",69.23
"BEND4",20.175
"BEND5",21.505
"BEND6",32.74
"BEND7",43.155
"BEST1",69.255
"BEST2",116.465
"BEST3",30.225
"BEST4",58.91
"BET1",34.67
"BET1L",182.82
"BEX1",17.345
"BEX2",65.475
"BEX3",163.23
"BEX4",38.905
"BEX5",35.305
"BFAR",38.31
"BFSP1",49.21
"BFSP2",39.83
"BFSP2-AS1",37.41
"BGLAP",99.165
"BGLT3",0
"BGN",46.425
"BHLHA15",76.325
"BHLHA9",0
"BHLHB9",23.195
"BHLHE22",24.33
"BHLHE23",25.5
"BHLHE40",384.86
"BHLHE40-AS1",68.345
"BHLHE41",37.775
"BHMG1",42.64
"BHMT",39.66
"BHMT2",32.27
"BICC1",19.195
"BICD1",34.86
"BICD2",63.66
"BICDL1",57.4
"BICDL2",88.85
"BID",55.55
"BIK",92.08
"BIN1",54.08
"BIN2",38.55
"BIN3",40.865
"BIN3-IT1",29.325
"BIRC2",52.905
"BIRC3",23.56
"BIRC5",57.355
"BIRC6",75.88
"BIRC6-AS2",56.85
"BIRC7",58.945
"BIRC8",13.335
"BISPR",16.395
"BIVM",27.55
"BIVM-ERCC5",23.375
"BLACAT1",88.68
"BLACE",42.11
"BLCAP",102.735
"BLID",0
"BLK",24.65
"BLM",56.215
"BLMH",20.435
"BLNK",23.525
"BLOC1S1",148.4
"BLOC1S1-RDH5",93.79
"BLOC1S2",68.57
"BLOC1S3",89.74
"BLOC1S4",70.88
"BLOC1S5",40.745
"BLOC1S5-TXNDC5",37.235
"BLOC1S6",28.99
"BLVRA",54.59
"BLVRB",92.34
"BLZF1",47.665
"BMF",48.015
"BMI1",63.625
"BMP1",32.79
"BMP10",18.085
"BMP15",13.7
"BMP2",44.625
"BMP2K",28.31
"BMP3",20.365
"BMP4",57.695
"BMP5",24.37
"BMP6",28.895
"BMP7",1051.29
"BMP7-AS1",1065.44
"BMP8A",67.6
"BMP8B",74.765
"BMPER",68.03
"BMPR1A",49.285
"BMPR1B",37.425
"BMPR1B-AS1",62.76
"BMPR2",54.585
"BMS1",88.62
"BMS1P17",101.2
"BMS1P20",90.015
"BMS1P21",39.585
"BMS1P22",118.5
"BMS1P4",66.975
"BMS1P5",100.375
"BMS1P6",109.485
"BMT2",40.875
"BMX",15.61
"BNC1",46.38
"BNC2",15.25
"BNIP1",41.215
"BNIP2",26.01
"BNIP3",58.925
"BNIP3L",32.55
"BNIPL",90.87
"BOC",41.915
"BOD1",83.22
"BOD1L1",23.66
"BOD1L2",8.23
"BOK",76.04
"BOK-AS1",58.93
"BOLA1",178.605
"BOLA2",434.94
"BOLA2-SMG1P6",214.765
"BOLA3",52.305
"BOLA3-AS1",30.98
"BOLL",27.175
"BOP1",74.1
"BORA",18.16
"BORCS5",40.405
"BORCS6",43.17
"BORCS7",35.61
"BORCS7-ASMT",40.025
"BORCS8",59.025
"BORCS8-MEF2B",50.465
"BPESC1",25.995
"BPGM",30.58
"BPHL",61.195
"BPI",35.99
"BPIFA1",18.6
"BPIFA2",32.035
"BPIFA3",10.335
"BPIFA4P",22.71
"BPIFB1",40.675
"BPIFB2",38.68
"BPIFB3",46.285
"BPIFB4",17.2
"BPIFB6",35.23
"BPIFC",27.66
"BPNT1",34.685
"BPTF",65.19
"BRAF",34.305
"BRAP",49.215
"BRAT1",132.7
"BRCA1",40.15
"BRCA2",40.53
"BRCAT107",14.37
"BRCAT54",22.76
"BRCC3",28.54
"BRD1",98.955
"BRD2",91.97
"BRD3",76.88
"BRD4",117.58
"BRD7",35.035
"BRD7P3",10.96
"BRD8",41.35
"BRD9",87.03
"BRDT",21.76
"BRDTP1",33.69
"BRE",36.535
"BRE-AS1",114.82
"BREA2",20.755
"BRF1",63.835
"BRF2",49.465
"BRI3",94.16
"BRI3BP",82.465
"BRICD5",90.365
"BRINP1",18.775
"BRINP2",41.945
"BRINP3",27.89
"BRIP1",606.14
"BRIX1",68.355
"BRK1",99.22
"BRMS1",80.58
"BRMS1L",55.05
"BROX",55.445
"BRPF1",103.655
"BRPF3",71.995
"BRS3",42.46
"BRSK1",58.38
"BRSK2",32.13
"BRWD1",105.44
"BRWD1-AS1",105.295
"BRWD1-IT2",134.71
"BRWD3",19.045
"BSCL2",82.985
"BSDC1",59.525
"BSG",77.76
"BSN",31.395
"BSN-AS2",16.22
"BSND",24.77
"BSPH1",27.105
"BSPRY",62.85
"BST1",18.6
"BST2",20.115
"BSX",33.81
"BTAF1",46.44
"BTBD1",63.255
"BTBD10",44.22
"BTBD11",36.365
"BTBD16",30.56
"BTBD17",40.145
"BTBD18",29.785
"BTBD19",33.94
"BTBD2",48.535
"BTBD3",55.63
"BTBD6",138.745
"BTBD7",41.395
"BTBD8",29.845
"BTBD9",34.355
"BTBD9-AS1",87.995
"BTC",34.975
"BTD",51.315
"BTF3",68.095
"BTF3L4",60.18
"BTF3P11",0
"BTG1",184.555
"BTG2",100.65
"BTG3",15.555
"BTG4",21.27
"BTK",31.695
"BTLA",32.885
"BTN1A1",26.765
"BTN2A1",65.6
"BTN2A2",55.64
"BTN2A3P",47.49
"BTN3A1",37.81
"BTN3A2",37.2
"BTN3A3",21.2
"BTNL10",41.915
"BTNL2",17.77
"BTNL3",22.885
"BTNL8",37.325
"BTNL9",42.155
"BTRC",40.135
"BUB1",49.425
"BUB1B",69.7
"BUB1B-PAK6",51.175
"BUB3",68.46
"BUD13",32.975
"BUD31",71.49
"BVES",26.61
"BVES-AS1",28.795
"BYSL",53.035
"BZW1",167.125
"BZW2",31.23
"C10ORF10",61.935
"C10ORF105",44.72
"C10ORF107",28.195
"C10ORF11",24.065
"C10ORF111",154.495
"C10ORF113",75
"C10ORF120",51.575
"C10ORF126",32.95
"C10ORF128",32.335
"C10ORF131",26.65
"C10ORF142",14.495
"C10ORF25",66.46
"C10ORF35",64.87
"C10ORF53",29.77
"C10ORF55",40.42
"C10ORF62",21.705
"C10ORF67",48.095
"C10ORF71",32.645
"C10ORF71-AS1",72.75
"C10ORF76",41.365
"C10ORF82",12.395
"C10ORF88",24.355
"C10ORF90",24.855
"C10ORF91",43.705
"C10ORF95",31.93
"C10ORF99",37.995
"C11ORF1",22.365
"C11ORF16",18.915
"C11ORF21",30.465
"C11ORF24",101.98
"C11ORF40",12.74
"C11ORF42",9.795
"C11ORF44",20.88
"C11ORF45",62.915
"C11ORF49",56.27
"C11ORF52",37.62
"C11ORF53",17.945
"C11ORF54",19.005
"C11ORF57",49.945
"C11ORF58",48.505
"C11ORF63",20.14
"C11ORF65",22.34
"C11ORF68",11.99
"C11ORF70",19.78
"C11ORF71",23.835
"C11ORF72",21.45
"C11ORF74",18.895
"C11ORF80",69.41
"C11ORF84",64.465
"C11ORF86",78.785
"C11ORF87",38.525
"C11ORF88",23.25
"C11ORF91",93.285
"C11ORF94",146.4
"C11ORF95",105.815
"C11ORF96",20.735
"C11ORF97",20.86
"C11ORF98",882.575
"C12ORF10",156.06
"C12ORF29",24.145
"C12ORF4",29.54
"C12ORF40",27.645
"C12ORF42",23.71
"C12ORF43",60.17
"C12ORF45",25.945
"C12ORF49",58.305
"C12ORF50",27.74
"C12ORF54",25.195
"C12ORF56",40.795
"C12ORF57",238.76
"C12ORF60",59.175
"C12ORF65",62.845
"C12ORF66",31
"C12ORF71",37.175
"C12ORF73",66.215
"C12ORF74",19.11
"C12ORF75",50.56
"C12ORF76",39.115
"C12ORF77",27.2
"C12ORF80",154.73
"C14ORF1",73.855
"C14ORF105",36.48
"C14ORF119",76.715
"C14ORF132",65.48
"C14ORF159",46.025
"C14ORF166",59.32
"C14ORF177",17.815
"C14ORF178",24.605
"C14ORF180",42.58
"C14ORF2",90.75
"C14ORF28",41.23
"C14ORF37",29.94
"C14ORF39",29.41
"C14ORF79",105.795
"C14ORF80",61.045
"C14ORF93",82.955
"C15ORF32",35.08
"C15ORF38-AP3S2",78.13
"C15ORF39",191.575
"C15ORF40",73.2
"C15ORF41",23.115
"C15ORF48",27.895
"C15ORF52",65.51
"C15ORF53",15.845
"C15ORF54",12.925
"C15ORF56",60.835
"C15ORF57",39.605
"C15ORF59",43.34
"C15ORF59-AS1",63.155
"C15ORF61",75.875
"C15ORF62",65.94
"C15ORF65",39.95
"C16ORF45",31.28
"C16ORF46",64.19
"C16ORF47",41.42
"C16ORF52",55.38
"C16ORF54",30.675
"C16ORF58",64.935
"C16ORF59",61.66
"C16ORF62",42.49
"C16ORF70",33.105
"C16ORF71",64.855
"C16ORF72",112.155
"C16ORF74",176.625
"C16ORF78",20.21
"C16ORF82",24.025
"C16ORF86",27.73
"C16ORF87",20.62
"C16ORF89",33.415
"C16ORF90",55.955
"C16ORF91",308.745
"C16ORF92",39.81
"C16ORF95",97.045
"C16ORF96",50.9
"C16ORF97",12.595
"C17ORF100",70.245
"C17ORF102",25.815
"C17ORF105",12.69
"C17ORF107",58.095
"C17ORF112",25.285
"C17ORF47",78.895
"C17ORF49",48.575
"C17ORF50",38.97
"C17ORF51",37.39
"C17ORF53",59.54
"C17ORF58",117.425
"C17ORF62",85.97
"C17ORF64",375.045
"C17ORF67",55.885
"C17ORF74",69.665
"C17ORF75",39.565
"C17ORF77",11.44
"C17ORF78",21.215
"C17ORF80",45.3
"C17ORF82",1152.275
"C17ORF97",18.78
"C17ORF98",30.15
"C17ORF99",51.96
"C18ORF21",65.21
"C18ORF25",24.37
"C18ORF32",71.93
"C18ORF54",13.615
"C18ORF61",54.545
"C18ORF63",8.175
"C18ORF65",31.73
"C18ORF8",52.975
"C19ORF12",40.325
"C19ORF18",18.615
"C19ORF24",29.13
"C19ORF25",45.03
"C19ORF33",65.07
"C19ORF35",94.035
"C19ORF38",33.465
"C19ORF43",384.82
"C19ORF44",58.665
"C19ORF45",40.055
"C19ORF47",32.835
"C19ORF48",378.835
"C19ORF53",50.37
"C19ORF54",45.135
"C19ORF57",60.665
"C19ORF60",67.4
"C19ORF66",34.355
"C19ORF67",84.91
"C19ORF68",88.235
"C19ORF70",76.725
"C19ORF71",106.935
"C19ORF73",73.98
"C19ORF81",33.165
"C19ORF84",23.845
"C1D",43.105
"C1GALT1",47.385
"C1GALT1C1",97.95
"C1GALT1C1L",23.535
"C1ORF100",34.395
"C1ORF101",30.945
"C1ORF105",50.345
"C1ORF106",97.79
"C1ORF109",88.08
"C1ORF112",48.375
"C1ORF115",58.23
"C1ORF116",53.55
"C1ORF122",16.305
"C1ORF123",16.765
"C1ORF127",48.875
"C1ORF131",40.75
"C1ORF132",65.685
"C1ORF137",32.67
"C1ORF140",8.65
"C1ORF141",24.13
"C1ORF145",56.11
"C1ORF146",18.63
"C1ORF158",32.715
"C1ORF159",68.13
"C1ORF162",23.36
"C1ORF167",37.745
"C1ORF168",18.635
"C1ORF174",24.485
"C1ORF185",25.055
"C1ORF186",53.145
"C1ORF189",60.005
"C1ORF194",96.335
"C1ORF195",32.99
"C1ORF198",55.53
"C1ORF204",40.315
"C1ORF21",53.765
"C1ORF210",43.675
"C1ORF216",56.71
"C1ORF220",67.44
"C1ORF226",58.905
"C1ORF228",42.895
"C1ORF229",48.285
"C1ORF234",54.455
"C1ORF27",59.215
"C1ORF35",69.85
"C1ORF43",108.48
"C1ORF50",32.085
"C1ORF52",36.5
"C1ORF53",73.775
"C1ORF54",44.175
"C1ORF56",80.16
"C1ORF61",102.95
"C1ORF64",11.2
"C1ORF68",0
"C1ORF74",14.86
"C1ORF87",17.345
"C1ORF94",15.085
"C1QA",51.485
"C1QB",37.8
"C1QBP",64.31
"C1QC",18.005
"C1QL1",44.27
"C1QL2",51.48
"C1QL3",23.065
"C1QL4",62.785
"C1QTNF1",43.605
"C1QTNF1-AS1",51.58
"C1QTNF2",44.045
"C1QTNF3",30.005
"C1QTNF3-AMACR",31.49
"C1QTNF4",45.59
"C1QTNF5",31.89
"C1QTNF6",218.945
"C1QTNF7",12.3
"C1QTNF8",50.82
"C1QTNF9",24.765
"C1QTNF9B",64
"C1QTNF9B-AS1",84.715
"C1R",22.38
"C1RL",46.26
"C1RL-AS1",34.245
"C1S",28.945
"C2",10.475
"C2-AS1",7.52
"C20ORF141",31.93
"C20ORF144",66.17
"C20ORF166-AS1",22.375
"C20ORF173",52.11
"C20ORF194",32.54
"C20ORF196",31.325
"C20ORF197",51.305
"C20ORF202",28.335
"C20ORF203",28
"C20ORF24",79.91
"C20ORF27",102.755
"C20ORF78",41.9
"C20ORF85",69.665
"C20ORF96",41.105
"C21ORF140",28.645
"C21ORF2",93.905
"C21ORF33",344.905
"C21ORF58",74.725
"C21ORF59",49.82
"C21ORF62",17.79
"C21ORF62-AS1",19.19
"C21ORF91",19.815
"C21ORF91-OT1",27.135
"C22ORF15",47.925
"C22ORF23",61.675
"C22ORF24",27.57
"C22ORF29",128.565
"C22ORF31",16.785
"C22ORF34",52.21
"C22ORF39",70.64
"C22ORF42",36.48
"C22ORF46",168.94
"C2CD2",74.885
"C2CD2L",52.735
"C2CD3",47.215
"C2CD4A",27.525
"C2CD4B",31.55
"C2CD4C",7.235
"C2CD4D",40.245
"C2CD5",39.52
"C2ORF15",61.055
"C2ORF16",39.335
"C2ORF27A",42.995
"C2ORF27B",56.705
"C2ORF40",34.865
"C2ORF42",33.12
"C2ORF48",85.37
"C2ORF49",40.385
"C2ORF50",57.415
"C2ORF54",43.1
"C2ORF61",33.92
"C2ORF66",46.51
"C2ORF68",96.09
"C2ORF69",24.115
"C2ORF70",52.93
"C2ORF71",45.475
"C2ORF72",38.14
"C2ORF73",20.42
"C2ORF74",31.635
"C2ORF76",27.025
"C2ORF78",78.555
"C2ORF80",32.095
"C2ORF81",87.7
"C2ORF82",84.525
"C2ORF83",30.495
"C2ORF88",27.76
"C2ORF91",26.685
"C3",27.315
"C3AR1",22.475
"C3ORF14",154.69
"C3ORF18",45.82
"C3ORF20",48.32
"C3ORF22",37.48
"C3ORF30",46.405
"C3ORF33",57.375
"C3ORF35",22.925
"C3ORF36",113.925
"C3ORF38",46.21
"C3ORF49",192.865
"C3ORF52",43.635
"C3ORF56",54.17
"C3ORF58",37.03
"C3ORF62",35.41
"C3ORF67",17.715
"C3ORF67-AS1",19.63
"C3ORF70",36.695
"C3ORF79",22.425
"C3ORF80",73.455
"C3ORF84",38.26
"C3P1",32.415
"C4A",23.85
"C4B",23.85
"C4BPA",31.435
"C4BPB",48.205
"C4ORF17",22.65
"C4ORF19",37.74
"C4ORF22",20.84
"C4ORF26",58.01
"C4ORF3",157.185
"C4ORF32",58.93
"C4ORF33",22.915
"C4ORF36",31.925
"C4ORF45",26.76
"C4ORF46",58.93
"C4ORF47",32.02
"C4ORF48",27.265
"C4ORF51",25.4
"C5",35.1
"C5AR1",49.12
"C5AR2",80.27
"C5ORF15",60.015
"C5ORF17",23.055
"C5ORF22",46.745
"C5ORF24",44.68
"C5ORF30",37.53
"C5ORF34",51.78
"C5ORF38",49.89
"C5ORF42",24.195
"C5ORF46",31.545
"C5ORF47",36.845
"C5ORF49",11.635
"C5ORF51",37.81
"C5ORF52",18.885
"C5ORF56",43.395
"C5ORF58",36.73
"C5ORF60",85.195
"C5ORF63",36.02
"C5ORF64",22.535
"C5ORF64-AS1",47.15
"C5ORF66",42.16
"C5ORF66-AS1",67.4
"C5ORF66-AS2",45.755
"C5ORF67",28.17
"C6",18.505
"C6ORF1",70.03
"C6ORF10",14.05
"C6ORF106",65.33
"C6ORF118",9.105
"C6ORF120",89.485
"C6ORF132",64.455
"C6ORF136",17.67
"C6ORF141",307.865
"C6ORF15",20.225
"C6ORF163",38.44
"C6ORF201",33.335
"C6ORF203",27.95
"C6ORF222",72.165
"C6ORF223",81.155
"C6ORF226",98.625
"C6ORF229",34.585
"C6ORF47",66.545
"C6ORF48",50.87
"C6ORF52",32.95
"C6ORF58",35.16
"C6ORF62",70.74
"C6ORF89",67.92
"C6ORF99",39.09
"C7",20.97
"C7ORF13",83.48
"C7ORF25",57.63
"C7ORF26",73.04
"C7ORF31",27.48
"C7ORF33",16.205
"C7ORF34",19.75
"C7ORF43",108.065
"C7ORF49",31.98
"C7ORF50",107.655
"C7ORF55-LUC7L2",113.18
"C7ORF57",44.345
"C7ORF61",63.945
"C7ORF62",17.085
"C7ORF65",25.63
"C7ORF66",0
"C7ORF69",27.75
"C7ORF71",14.535
"C7ORF72",30.635
"C7ORF73",64.61
"C7ORF76",13.68
"C7ORF77",14.055
"C8A",12.85
"C8B",22.865
"C8G",78.315
"C8ORF22",21.775
"C8ORF31",43.24
"C8ORF33",136.09
"C8ORF34",23.325
"C8ORF34-AS1",21.45
"C8ORF37",40.41
"C8ORF37-AS1",27.155
"C8ORF4",29.92
"C8ORF44",28.13
"C8ORF44-SGK3",44.695
"C8ORF46",39.775
"C8ORF48",0
"C8ORF49",0
"C8ORF58",35.96
"C8ORF59",47.035
