"cell_line","cell_type","gene","break_density","ratio_non_se"
"HEK293","normal","ZG16",0,0
"HEK293","normal","KIF22",58.2486666666667,3.77608665728404
"HEK293","normal","MAZ",172.267333333333,11.1675754332443
"HEK293","normal","PRRT2",30.902,2.00328413611856
"HEK293","normal","PAGR1",134.722,8.73362388797375
"HEK293","normal","MVP",67.403,4.3695346782344
"HEK293","normal","ALDOA",160.613,10.4120598975604
"HEK293","normal","PPP4C",35.2736666666667,2.28668619688264
"HEK293","normal","TBX6",31.3336666666667,2.03126779366256
"HEK293","normal","YPEL3",72.0416666666667,4.67024554957202
"HEK293","normal","GDPD3",0,0
"HEK293","normal","TMEM265",42.182,2.73453276259637
"HEK293","normal","PHKG2",62.18,4.03094322645305
"HEK293","normal","RNF40",82.609,5.35529412984979
"HEK293","normal","ZNF629",65.876,4.27054384023514
"HEK293","normal","SALL1",76.7093333333333,4.97283640408056
"HEK293","normal","IRX3",0,0
"HEK293","normal","ZFHX3",29.3603333333333,1.90334250203287
"HEK293","normal","HCCAT5",84.805,5.49765423479175
"HEK293","normal","SNORD33",0,0
"HEK293","normal","MAF",53.8753333333333,3.49257655151013
"HEK293","normal","GSE1",34.472,2.23471654715808
"HEK293","normal","ZC3H18",33.39,2.1645737267814
"HEK293","normal","MVD",46.6443333333333,3.02381247189479
"HEK293","normal","SNAI3",0,0
"HEK293","normal","RNF166",14.0663333333333,0.911878273898854
"HEK293","normal","CTU2",50.853,3.29664773069825
"HEK293","normal","PIEZO1",33.6753333333333,2.18307103246299
"HEK293","normal","CDT1",98.7133333333333,6.39928984175944
"HEK293","normal","APRT",0,0
"HEK293","normal","GALNS",22.9726666666667,1.48924919738764
"HEK293","normal","TRAPPC2L",215.529666666667,13.9721429712075
"HEK293","normal","YWHAE",36.161,2.34420936011207
"HEK293","normal","TSR1",45.256,2.93381097871276
"HEK293","normal","SGSM2",77.693,5.03660456887772
"HEK293","normal","MNT",35.8343333333333,2.32303253818689
"HEK293","normal","ITGAE",21.558,1.39754059305042
"HEK293","normal","CAMKK1",40.8206666666667,2.64628159857346
"HEK293","normal","P2RX1",21.0306666666667,1.36335515194262
"HEK293","normal","ATP2A3",9.466,0.613652437787143
"HEK293","normal","CHRNE",22.8423333333333,1.48080007761953
"HEK293","normal","GP1BA",69.945,4.53432492721548
"HEK293","normal","SLC25A11",89.318,5.79021851238876
"HEK293","normal","RNF167",86.923,5.63495783327402
"HEK293","normal","PFN1",0,0
"HEK293","normal","ENO3",0,0
"HEK293","normal","SPAG7",16.2243333333333,1.05177495261686
"HEK293","normal","CAMTA2",14.1636666666667,0.91818810247248
"HEK293","normal","MIR6864",0,0
"HEK293","normal","MIR6865",0,0
"HEK293","normal","INCA1",0,0
"HEK293","normal","KIF1C",10.8873333333333,0.705793222163662
"HEK293","normal","PHF23",0,0
"HEK293","normal","POLR2A",39.1856666666667,2.54028944393771
"HEK293","normal","MPDU1",20.747,1.34496589127085
"HEK293","normal","ATP1B2",59.5006666666667,3.8572500686626
"HEK293","normal","TP53",30.4673333333333,1.97510599755689
"HEK293","normal","WRAP53",34.001,2.20418302738228
"HEK293","normal","EFNB3",0,0
"HEK293","normal","DNAH2",25.245,1.63655776377947
"HEK293","normal","KDM6B",61.0193333333333,3.95570068161275
"HEK293","normal","TMEM88",252.577666666667,16.3738538855471
"HEK293","normal","NAA38",27.4863333333333,1.78185669298859
"HEK293","normal","CYB5D1",73.074,4.737168628656
"HEK293","normal","CHD3",45.4876666666667,2.94882923507807
"HEK293","normal","SCARNA21",0,0
"HEK293","normal","KCNAB3",32.654,2.11686105044384
"HEK293","normal","TRAPPC1",0,0
"HEK293","normal","CNTROB",47.9166666666667,3.10629403239319
"HEK293","normal","TMEM107",70.7066666666667,4.5837014967043
"HEK293","normal","SNORD118",0,0
"HEK293","normal","MIR4521",0,0
"HEK293","normal","BORCS6",104.650666666667,6.78418938475066
"HEK293","normal","AURKB",89.0133333333333,5.77046788459324
"HEK293","normal","LINC00324",76.3643333333333,4.95047108704733
"HEK293","normal","CTC1",39.7046666666667,2.5739346599964
"HEK293","normal","PFAS",18.2826666666667,1.18521053974749
"HEK293","normal","ODF4",22.451,1.45543110931324
"HEK293","normal","KRBA2",32.5933333333333,2.1129282120863
"HEK293","normal","RPL26",48.929,3.1719205713593
"HEK293","normal","RNF222",0,0
"HEK293","normal","NTN1",16.8476666666667,1.09218378629043
"HEK293","normal","HS3ST3A1",41.7006666666667,2.70332936375967
"HEK293","normal","MIR548H3",0,0
"HEK293","normal","COX10",35.2376666666667,2.28435242467048
"HEK293","normal","HS3ST3B1",56.2583333333333,3.64705930655416
"HEK293","normal","SMCR2",109.354,7.08909240246939
"HEK293","normal","RAI1",30.0526666666667,1.94822439911308
"HEK293","normal","RAI1-AS1",16.467,1.067506306047
"HEK293","normal","SMCR5",0,0
"HEK293","normal","MIR6777",0,0
"HEK293","normal","MIR33B",0,0
"HEK293","normal","TOM1L2",36.383,2.35860095542041
"HEK293","normal","GRAP",42.9753333333333,2.78596218727182
"HEK293","normal","SNORD3B-1",2092.30633333333,135.637955001847
"HEK293","normal","SNORD3D",4879.07,316.295499644424
"HEK293","normal","SNORD3A",20728.6396666667,1343.77564583364
"HEK293","normal","SNORD3C",3090.77066666667,200.365408223219
"HEK293","normal","EPN2",17.555,1.13803808845904
"HEK293","normal","LGALS9B",50.9363333333333,3.30204998118936
"HEK293","normal","KRT16P3",102.815333333333,6.66521021993426
"HEK293","normal","CDRT15L2",0,0
"HEK293","normal","PROCA1",0,0
"HEK293","normal","RAB34",147.103666666667,9.53629026594415
"HEK293","normal","RPL23A",119.39,7.73969623361578
"HEK293","normal","SNORD42B",0,0
"HEK293","normal","SNORD4A",0,0
"HEK293","normal","SNORD42A",0,0
"HEK293","normal","SNORD4B",0,0
"HEK293","normal","TLCD1",53.5503333333333,3.47150777459477
"HEK293","normal","NEK8",22.8126666666667,1.4788768764447
"HEK293","normal","TRAF4",0,0
"HEK293","normal","DHRS13",101.898666666667,6.60578546453196
"HEK293","normal","PHF12",50.1773333333333,3.25284628371626
"HEK293","normal","CRYBA1",52.4573333333333,3.40065185715326
"HEK293","normal","NUFIP2",28.224,1.82967741433597
"HEK293","normal","ABHD15",40.235,2.60831458212188
"HEK293","normal","TP53I13",73.5056666666667,4.7651522862
"HEK293","normal","GIT1",20.3203333333333,1.31730636875632
"HEK293","normal","ANKRD13B",37.6313333333333,2.43952666777737
"HEK293","normal","CORO6",0,0
"HEK293","normal","RNF135",36.7683333333333,2.38358096169135
"HEK293","normal","DPRXP4",0,0
"HEK293","normal","RHBDL3",19.2536666666667,1.24815756247
"HEK293","normal","MIR632",0,0
"HEK293","normal","ZNF207",23.0556666666667,1.4946298388768
"HEK293","normal","MYO19",27.7156666666667,1.79672368634015
"HEK293","normal","PIGW",197.471666666667,12.8014968987841
"HEK293","normal","GGNBP2",33.3646666666667,2.1629314426321
"HEK293","normal","MED24",7.87133333333333,0.510274972389098
"HEK293","normal","THRA",27.918,1.80984035053259
"HEK293","normal","NR1D1",0,0
"HEK293","normal","MSL1",39.6536666666667,2.57062848269583
"HEK293","normal","CASC3",8.75233333333333,0.567387564581204
"HEK293","normal","MIR6866",0,0
"HEK293","normal","EIF1",87.6156666666667,5.67986133935619
"HEK293","normal","HAP1",23.698,1.53627038566234
"HEK293","normal","JUP",16.7026666666667,1.08278387043588
"HEK293","normal","P3H4",68.6903333333333,4.4529886438212
"HEK293","normal","FKBP10",0,0
"HEK293","normal","NT5C3B",29.5906666666667,1.91827432239032
"HEK293","normal","KLHL10",0,0
"HEK293","normal","TMEM106A",0,0
"HEK293","normal","RNU2-1",4477.54933333333,290.266117020093
"HEK293","normal","LINC00910",24.8736666666667,1.61248533559104
"HEK293","normal","ARL4D",211.330333333333,13.6999127644591
"HEK293","normal","MEOX1",15.396,0.998076582735142
"HEK293","normal","MPP3",12.9183333333333,0.837456871133204
"HEK293","normal","TMEM101",0,0
"HEK293","normal","G6PC3",46.823,3.03539489694775
"HEK293","normal","HDAC5",11.1236666666667,0.721114004556474
"HEK293","normal","ASB16",0,0
"HEK293","normal","ASB16-AS1",56.7433333333333,3.67850040441247
"HEK293","normal","TMUB2",0,0
"HEK293","normal","ATXN7L3",0,0
"HEK293","normal","UBTF",24.1393333333333,1.5648807042633
"HEK293","normal","MIR6782",0,0
"HEK293","normal","SLC4A1",7.05733333333333,0.457505789591851
"HEK293","normal","RUNDC3A",32.32,2.09520883047543
"HEK293","normal","SLC25A39",0,0
"HEK293","normal","SKAP1",31.8936666666667,2.06757091696287
"HEK293","normal","HOXB1",0,0
"HEK293","normal","HOXB2",124.211333333333,8.05224883802994
"HEK293","normal","HOXB-AS1",18.1036666666667,1.17360650569257
"HEK293","normal","HOXB3",71.2313333333333,4.61771406579639
"HEK293","normal","HOXB-AS3",70.301,4.55740334131354
"HEK293","normal","HOXB4",147.044666666667,9.53246547259644
"HEK293","normal","MIR10A",0,0
"HEK293","normal","HOXB5",0,0
"HEK293","normal","HOXB6",86.8286666666667,5.62884248571807
"HEK293","normal","HOXB7",97.968,6.35097211336687
"HEK293","normal","HOXB8",0,0
"HEK293","normal","HOXB9",53.5836666666667,3.47366867479122
"HEK293","normal","MIR196A1",0,0
"HEK293","normal","SNF8",37.1233333333333,2.40659454878351
"HEK293","normal","GIP",67.645,4.3852228136606
"HEK293","normal","IGF2BP1",32.6323333333333,2.11545646531615
"HEK293","normal","DLX4",30.1536666666667,1.95477192670832
"HEK293","normal","ITGA3",24.268,1.57322177902159
"HEK293","normal","PDK2",22.0646666666667,1.43038627603642
"HEK293","normal","SAMD14",12.9796666666667,0.841432927494667
"HEK293","normal","PPP1R9B",8.22833333333333,0.53341821349305
"HEK293","normal","SGCA",50.5933333333333,3.27981431816792
"HEK293","normal","COL1A1",7.951,0.515439523858607
"HEK293","normal","MSI2",23.4076666666667,1.51744894495128
"HEK293","normal","MRPS23",9.12533333333333,0.59156803777945
"HEK293","normal","CUEDC1",27.4033333333333,1.77647605149944
"HEK293","normal","VMP1",37.552,2.43438372530982
"HEK293","normal","MIR21",0,0
"HEK293","normal","TUBD1",17.2233333333333,1.11653713150439
"HEK293","normal","RPS6KB1",35.448,2.29798770491006
"HEK293","normal","FTSJ3",146.696333333333,9.50988406554356
"HEK293","normal","PSMC5",318.369333333333,20.6389306482852
"HEK293","normal","SMARCD2",84.0143333333333,5.44639768213201
"HEK293","normal","TCAM1P",18.478,1.19787341489867
"HEK293","normal","CSH2",0,0
"HEK293","normal","GH2",0,0
"HEK293","normal","CPSF4L",42.628,2.76344560722484
"HEK293","normal","CDC42EP4",30.085,1.95032047230363
"HEK293","normal","CDR2L",29.719,1.92659378814664
"HEK293","normal","KCTD2",40.2953333333333,2.61222581147745
"HEK293","normal","ST6GALNAC2",27.4656666666667,1.78051693486679
"HEK293","normal","ST6GALNAC1",34.7803333333333,2.25470487397522
"HEK293","normal","MXRA7",60.3166666666667,3.91014890547164
"HEK293","normal","JMJD6",23.7353333333333,1.53869059388236
"HEK293","normal","METTL23",19.6143333333333,1.27153850259557
"HEK293","normal","SRSF2",287.119666666667,18.6131083231177
"HEK293","normal","MFSD11",32.92,2.13410503401149
"HEK293","normal","MIR636",0,0
"HEK293","normal","CBX2",14.1723333333333,0.918749936523557
"HEK293","normal","CBX8",158.809,10.2951119789286
"HEK293","normal","CBX4",0,0
"HEK293","normal","TBC1D16",57.0556666666667,3.69874803925318
"HEK293","normal","CCDC40",28.8906666666667,1.87289541826492
"HEK293","normal","GAA",120.656666666667,7.82181044108079
"HEK293","normal","EIF4A3",30.0616666666667,1.94880784216612
"HEK293","normal","SLC38A10",44.996,2.91695595718047
"HEK293","normal","LINC00482",34.8836666666667,2.26140366458421
"HEK293","normal","TMEM105",17.085,1.10756939568913
"HEK293","normal","BAHCC1",37.6306666666667,2.43948344977344
"HEK293","normal","MIR4740",0,0
"HEK293","normal","MIR3186",0,0
"HEK293","normal","ACTG1",94.3026666666667,6.11335952776551
"HEK293","normal","FSCN2",0,0
"HEK293","normal","FAAP100",48.2603333333333,3.12857291341856
"HEK293","normal","NPLOC4",11.0383333333333,0.715582100053569
"HEK293","normal","PDE6G",11.016,0.714134296921949
"HEK293","normal","OXLD1",0,0
"HEK293","normal","CCDC137",26.805,1.73768789297321
"HEK293","normal","ARL16",173.613,11.2548109741749
"HEK293","normal","HGS",89.7443333333333,5.81785642590133
"HEK293","normal","MIR6786",0,0
"HEK293","normal","MRPL12",79.8693333333333,5.17768974270377
"HEK293","normal","SLC25A10",43.7623333333333,2.83698104090995
"HEK293","normal","PPP1R27",0,0
"HEK293","normal","P4HB",52.2226666666667,3.38543911977027
"HEK293","normal","ARHGDIA",71.3956666666667,4.62836730376487
"HEK293","normal","ALYREF",37.153,2.40851774995835
"HEK293","normal","ANAPC11",25.5993333333333,1.6595281328677
"HEK293","normal","NPB",0,0
"HEK293","normal","PCYT2",0,0
"HEK293","normal","SIRT7",92.861,6.01990059426916
"HEK293","normal","RFNG",84.3606666666667,5.4688494351731
"HEK293","normal","GPS1",77.2383333333333,5.00712989019818
"HEK293","normal","DUS1L",0,0
"HEK293","normal","FASN",49.7703333333333,3.22646169231763
"HEK293","normal","CCDC57",29.7316666666667,1.92741493022129
"HEK293","normal","SLC16A3",146.025666666667,9.46640675359104
"HEK293","normal","MIR6787",0,0
"HEK293","normal","CSNK1D",193.953333333333,12.5734138830491
"HEK293","normal","CD7",0,0
"HEK293","normal","SECTM1",70.8173333333333,4.59087568535651
"HEK293","normal","UTS2R",24.4816666666667,1.58707314928082
"HEK293","normal","TGIF1",28.4786666666667,1.84618669183683
"HEK293","normal","GAPLINC",19.2613333333333,1.24865456951519
"HEK293","normal","DLGAP1",20.8806666666667,1.3536311010586
"HEK293","normal","DLGAP1-AS1",0,0
"HEK293","normal","DLGAP1-AS2",0,0
"HEK293","normal","LINC01387",14.517,0.941093644554823
"HEK293","normal","ARHGAP28",25.9583333333333,1.68280102798344
"HEK293","normal","RAB31",16.841,1.09175160625114
"HEK293","normal","GATA6-AS1",38.4816666666667,2.49465123178874
"HEK293","normal","GATA6",54.5153333333333,3.53406583528192
"HEK293","normal","CTAGE1",32.2906666666667,2.09330723830256
"HEK293","normal","RBBP8",36.2923333333333,2.35272330688608
"HEK293","normal","CDH2",39.0563333333333,2.5319051511755
"HEK293","normal","SMAD7",45.366,2.94094194936103
"HEK293","normal","ZNF532",23.213,1.50482928780403
"HEK293","normal","PIGN",19.1843333333333,1.24366289006139
"HEK293","normal","ZCCHC2",35.5633333333333,2.30546441958977
"HEK293","normal","PHLPP1",20.3373333333333,1.31840842785651
"HEK293","normal","MISP",0,0
"HEK293","normal","PTBP1",43.3833333333333,2.81241160567634
"HEK293","normal","MIR4745",0,0
"HEK293","normal","MIR3187",0,0
"HEK293","normal","AZU1",37.7296666666667,2.44590132335689
"HEK293","normal","PRTN3",0,0
"HEK293","normal","ELANE",0,0
"HEK293","normal","MED16",25.9126666666667,1.67984059471431
"HEK293","normal","TMEM259",61.9553333333333,4.01637875912899
"HEK293","normal","SBNO2",22.766,1.47585161616967
"HEK293","normal","STK11",14.0703333333333,0.912137581922427
"HEK293","normal","CBARP",26.811,1.73807685500857
"HEK293","normal","MIDN",18.1416666666667,1.17606993191652
"HEK293","normal","CIRBP",60.7776666666667,3.9400341551885
"HEK293","normal","CIRBP-AS1",49.9636666666667,3.23899491345703
"HEK293","normal","EFNA2",81.7573333333333,5.30008312983056
"HEK293","normal","NDUFS7",54.9676666666667,3.56338925094772
"HEK293","normal","GAMT",88.1326666666667,5.7133769014031
"HEK293","normal","DAZAP1",47.7413333333333,3.09492769735988
"HEK293","normal","RPS15",0,0
"HEK293","normal","APC2",29.1296666666667,1.88838907267345
"HEK293","normal","C19ORF25",7.71133333333333,0.49990265144615
"HEK293","normal","PCSK4",56.014,3.6312199081142
"HEK293","normal","REEP6",0,0
"HEK293","normal","SCAMP4",32.6616666666667,2.11735805748902
"HEK293","normal","ADAT3",17.3186666666667,1.12271730606623
"HEK293","normal","BTBD2",9.52466666666667,0.617455622132891
"HEK293","normal","MKNK2",20.232,1.31157998323574
"HEK293","normal","MOB3A",15.624,1.01285714007884
"HEK293","normal","IZUMO4",0,0
"HEK293","normal","AP3D1",35.9836666666667,2.33271337106697
"HEK293","normal","PLEKHJ1",146.487,9.49631361230987
"HEK293","normal","MIR1227",0,0
"HEK293","normal","MIR6789",0,0
"HEK293","normal","SF3A2",55.927,3.62557995860147
"HEK293","normal","AMH",0,0
"HEK293","normal","MIR4321",0,0
"HEK293","normal","JSRP1",41.8153333333333,2.71076286043545
"HEK293","normal","OAZ1",48.2516666666667,3.12801107936749
"HEK293","normal","LINGO3",29.076,1.88491002335717
"HEK293","normal","DAPK3",15.1636666666667,0.983015108365903
"HEK293","normal","MIR637",0,0
"HEK293","normal","EEF2",249.998666666667,16.2066650373479
"HEK293","normal","SNORD37",0,0
"HEK293","normal","PIAS4",44.637,2.89368306206473
"HEK293","normal","RPL36",41.1713333333333,2.66901426864009
"HEK293","normal","HSD11B1L",17.6006666666667,1.14099852172818
"HEK293","normal","LONP1",75.809,4.91447048977451
"HEK293","normal","CATSPERD",6.89466666666667,0.446960596633188
"HEK293","normal","FARSA",28.682,1.85936818303516
"HEK293","normal","NFIX",21.767,1.41108943728214
"HEK293","normal","LYL1",63.2516666666667,4.10041616776883
"HEK293","normal","TRMT1",31.625,2.05015406137951
"HEK293","normal","NACC1",43.015,2.78853365850559
"HEK293","normal","STX10",0,0
"HEK293","normal","IER2",186.088,12.0635278726953
"HEK293","normal","PDE4C",4.04866666666667,0.262462937860506
"HEK293","normal","JUND",72.2646666666667,4.68470197188626
"HEK293","normal","LSM4",23.7343333333333,1.53862576687647
"HEK293","normal","PGPEP1",13.6463333333333,0.884650931423616
"HEK293","normal","GDF15",42.249,2.73887617199123
"HEK293","normal","MIR3189",0,0
"HEK293","normal","LRRC25",61.7583333333333,4.00360783896799
"HEK293","normal","SSBP4",29.998,1.94468052279091
"HEK293","normal","ISYNA1",69.0913333333333,4.47898427318446
"HEK293","normal","KXD1",22.464,1.45627386038986
"HEK293","normal","CRLF1",39.2763333333333,2.54616709247205
"HEK293","normal","TMEM59L",29.4316666666667,1.90796682845326
"HEK293","normal","URI1",41.6296666666667,2.69872664634124
"HEK293","normal","ZNF536",30.0323333333333,1.94690624999325
"HEK293","normal","CEBPA",127.465,8.26317430620518
"HEK293","normal","KCTD15",30.7766666666667,1.99515915137992
"HEK293","normal","LSM14A",13.203,0.855910958810865
"HEK293","normal","FAM187B",0,0
"HEK293","normal","LSR",43.487,2.81913200528729
"HEK293","normal","USF2",36.8843333333333,2.39110089437498
"HEK293","normal","HAMP",0,0
"HEK293","normal","MAG",6.429,0.416772820888817
"HEK293","normal","UPK1A",43.7673333333333,2.83730517593941
"HEK293","normal","UPK1A-AS1",35.8666666666667,2.32512861137744
"HEK293","normal","ZBTB32",22.3376666666667,1.44808404864532
"HEK293","normal","KMT2B",38.3166666666667,2.48395477581633
"HEK293","normal","IGFLR1",0,0
"HEK293","normal","U2AF1L4",0,0
"HEK293","normal","PSENEN",136.023666666667,8.81800704064502
"HEK293","normal","LIN37",0,0
"HEK293","normal","HSPB6",0,0
"HEK293","normal","PROSER3",14.7526666666667,0.956371208943707
"HEK293","normal","OVOL3",101.660333333333,6.59033502812736
"HEK293","normal","POLR2I",0,0
"HEK293","normal","TBCB",11.9563333333333,0.775093291463731
"HEK293","normal","CAPNS1",43.5826666666667,2.82533378885109
"HEK293","normal","COX7A1",0,0
"HEK293","normal","MAP4K1",45.1783333333333,2.92877608125503
"HEK293","normal","EIF3K",14.6113333333333,0.94720899211077
"HEK293","normal","ACTN4",23.0536666666667,1.49450018486501
"HEK293","normal","LGALS7B",75.201,4.87505567019131
"HEK293","normal","LGALS4",23.1633333333333,1.50160954651132
